Credential,Graduating Cohort,Field of Study (CIP code),Years After Graduation,Median Income, Cohort Size 
Overall (All Graduates),2012,14.05 Bioengineering and biomedical engineering,2,n/a, n/a 
Overall (All Graduates),2013,14.05 Bioengineering and biomedical engineering,2,n/a, n/a 
Overall (All Graduates),2005,14.07 Chemical engineering,2,"$89,800", 130 
Overall (All Graduates),2006,14.07 Chemical engineering,2,"$96,900", 130 
Overall (All Graduates),2007,14.07 Chemical engineering,2,"$90,700", 150 
Overall (All Graduates),2008,14.07 Chemical engineering,2,"$91,300", 190 
Overall (All Graduates),2009,14.07 Chemical engineering,2,"$90,600", 140 
Overall (All Graduates),2010,14.07 Chemical engineering,2,"$93,000", 190 
Overall (All Graduates),2011,14.07 Chemical engineering,2,"$98,400", 180 
Overall (All Graduates),2012,14.07 Chemical engineering,2,"$99,100", 180 
Overall (All Graduates),2013,14.07 Chemical engineering,2,"$94,200", 180 
Overall (All Graduates),2005,14.08 Civil engineering,2,"$77,800", 190 
Overall (All Graduates),2006,14.08 Civil engineering,2,"$82,400", 220 
Overall (All Graduates),2007,14.08 Civil engineering,2,"$80,300", 230 
Overall (All Graduates),2008,14.08 Civil engineering,2,"$75,600", 230 
Overall (All Graduates),2009,14.08 Civil engineering,2,"$73,500", 260 
Overall (All Graduates),2010,14.08 Civil engineering,2,"$81,500", 240 
Overall (All Graduates),2011,14.08 Civil engineering,2,"$81,000", 250 
Overall (All Graduates),2012,14.08 Civil engineering,2,"$79,900", 300 
Overall (All Graduates),2013,14.08 Civil engineering,2,"$75,800", 290 
Overall (All Graduates),2005,14.09 Computer engineering,2,"$66,700", 100 
Overall (All Graduates),2006,14.09 Computer engineering,2,"$73,700", 80 
Overall (All Graduates),2007,14.09 Computer engineering,2,"$66,200", 70 
Overall (All Graduates),2008,14.09 Computer engineering,2,"$70,200", 50 
Overall (All Graduates),2009,14.09 Computer engineering,2,"$63,600", 60 
Overall (All Graduates),2010,14.09 Computer engineering,2,"$63,500", 60 
Overall (All Graduates),2011,14.09 Computer engineering,2,"$63,400", 50 
Overall (All Graduates),2012,14.09 Computer engineering,2,"$70,800", 50 
Overall (All Graduates),2013,14.09 Computer engineering,2,"$73,200", 40 
Overall (All Graduates),2005,"14.10 Electrical, electronics and communications engineering",2,"$76,500", 210 
Overall (All Graduates),2006,"14.10 Electrical, electronics and communications engineering",2,"$77,600", 170 
Overall (All Graduates),2007,"14.10 Electrical, electronics and communications engineering",2,"$78,100", 180 
Overall (All Graduates),2008,"14.10 Electrical, electronics and communications engineering",2,"$71,900", 200 
Overall (All Graduates),2009,"14.10 Electrical, electronics and communications engineering",2,"$72,200", 190 
Overall (All Graduates),2010,"14.10 Electrical, electronics and communications engineering",2,"$77,500", 220 
Overall (All Graduates),2011,"14.10 Electrical, electronics and communications engineering",2,"$81,600", 230 
Overall (All Graduates),2012,"14.10 Electrical, electronics and communications engineering",2,"$77,700", 220 
Overall (All Graduates),2013,"14.10 Electrical, electronics and communications engineering",2,"$78,700", 220 
Overall (All Graduates),2005,14.14 Environmental/environmental health engineering,2,n/a, n/a 
Overall (All Graduates),2006,14.14 Environmental/environmental health engineering,2,n/a, n/a 
Overall (All Graduates),2007,14.14 Environmental/environmental health engineering,2,n/a, n/a 
Overall (All Graduates),2008,14.14 Environmental/environmental health engineering,2,"$75,000", 20 
Overall (All Graduates),2009,14.14 Environmental/environmental health engineering,2,"$70,800", 30 
Overall (All Graduates),2010,14.14 Environmental/environmental health engineering,2,"$71,900", 20 
Overall (All Graduates),2011,14.14 Environmental/environmental health engineering,2,"$75,200", 30 
Overall (All Graduates),2012,14.14 Environmental/environmental health engineering,2,"$74,500", 20 
Overall (All Graduates),2013,14.14 Environmental/environmental health engineering,2,n/a, n/a 
Overall (All Graduates),2005,14.18 Materials engineering,2,"$67,600", 20 
Overall (All Graduates),2006,14.18 Materials engineering,2,"$92,000", 50 
Overall (All Graduates),2007,14.18 Materials engineering,2,"$92,500", 40 
Overall (All Graduates),2008,14.18 Materials engineering,2,"$90,900", 30 
Overall (All Graduates),2009,14.18 Materials engineering,2,"$71,500", 50 
Overall (All Graduates),2010,14.18 Materials engineering,2,"$87,200", 60 
Overall (All Graduates),2011,14.18 Materials engineering,2,"$90,400", 60 
Overall (All Graduates),2012,14.18 Materials engineering,2,"$89,400", 80 
Overall (All Graduates),2013,14.18 Materials engineering,2,"$84,000", 70 
Overall (All Graduates),2005,14.19 Mechanical engineering,2,"$82,200", 220 
Overall (All Graduates),2006,14.19 Mechanical engineering,2,"$86,900", 220 
Overall (All Graduates),2007,14.19 Mechanical engineering,2,"$83,400", 240 
Overall (All Graduates),2008,14.19 Mechanical engineering,2,"$81,200", 250 
Overall (All Graduates),2009,14.19 Mechanical engineering,2,"$84,000", 250 
Overall (All Graduates),2010,14.19 Mechanical engineering,2,"$84,200", 270 
Overall (All Graduates),2011,14.19 Mechanical engineering,2,"$90,800", 330 
Overall (All Graduates),2012,14.19 Mechanical engineering,2,"$91,100", 320 
Overall (All Graduates),2013,14.19 Mechanical engineering,2,"$82,800", 310 
Overall (All Graduates),2005,14.21 Mining and mineral engineering,2,n/a, n/a 
Overall (All Graduates),2006,14.21 Mining and mineral engineering,2,n/a, n/a 
Overall (All Graduates),2007,14.21 Mining and mineral engineering,2,n/a, n/a 
Overall (All Graduates),2008,14.21 Mining and mineral engineering,2,n/a, n/a 
Overall (All Graduates),2009,14.21 Mining and mineral engineering,2,"$109,100", 20 
Overall (All Graduates),2010,14.21 Mining and mineral engineering,2,"$103,500", 40 
Overall (All Graduates),2011,14.21 Mining and mineral engineering,2,"$104,300", 30 
Overall (All Graduates),2012,14.21 Mining and mineral engineering,2,"$108,000", 20 
Overall (All Graduates),2013,14.21 Mining and mineral engineering,2,n/a, n/a 
Overall (All Graduates),2005,14.25 Petroleum engineering,2,"$102,000", 30 
Overall (All Graduates),2006,14.25 Petroleum engineering,2,"$99,300", 30 
Overall (All Graduates),2007,14.25 Petroleum engineering,2,"$99,300", 40 
Overall (All Graduates),2008,14.25 Petroleum engineering,2,"$105,500", 50 
Overall (All Graduates),2009,14.25 Petroleum engineering,2,"$107,800", 60 
Overall (All Graduates),2010,14.25 Petroleum engineering,2,"$107,200", 50 
Overall (All Graduates),2011,14.25 Petroleum engineering,2,"$103,700", 60 
Overall (All Graduates),2012,14.25 Petroleum engineering,2,"$108,500", 40 
Overall (All Graduates),2013,14.25 Petroleum engineering,2,"$98,600", 50 
Overall (All Graduates),2005,14.36 Manufacturing engineering,2,"$72,100", 30 
Overall (All Graduates),2006,14.36 Manufacturing engineering,2,"$87,300", 30 
Overall (All Graduates),2007,14.36 Manufacturing engineering,2,"$87,500", 20 
Overall (All Graduates),2008,14.36 Manufacturing engineering,2,"$80,700", 20 
Overall (All Graduates),2009,14.36 Manufacturing engineering,2,"$70,100", 30 
Overall (All Graduates),2010,14.36 Manufacturing engineering,2,n/a, n/a 
Overall (All Graduates),2011,14.36 Manufacturing engineering,2,n/a, n/a 
Overall (All Graduates),2012,14.36 Manufacturing engineering,2,n/a, n/a 
Overall (All Graduates),2013,14.36 Manufacturing engineering,2,n/a, n/a 
Overall (All Graduates),2005,14.38 Surveying engineering,2,"$70,300", 30 
Overall (All Graduates),2006,14.38 Surveying engineering,2,"$69,300", 30 
Overall (All Graduates),2007,14.38 Surveying engineering,2,"$64,300", 20 
Overall (All Graduates),2008,14.38 Surveying engineering,2,"$72,000", 40 
Overall (All Graduates),2009,14.38 Surveying engineering,2,"$65,800", 40 
Overall (All Graduates),2010,14.38 Surveying engineering,2,"$71,900", 30 
Overall (All Graduates),2011,14.38 Surveying engineering,2,"$74,400", 40 
Overall (All Graduates),2012,14.38 Surveying engineering,2,"$69,000", 30 
Overall (All Graduates),2013,14.38 Surveying engineering,2,"$73,200", 40 
Overall (All Graduates),2005,15.02 Civil engineering technology/technician,2,"$66,700", 70 
Overall (All Graduates),2006,15.02 Civil engineering technology/technician,2,"$65,900", 70 
Overall (All Graduates),2007,15.02 Civil engineering technology/technician,2,"$63,100", 60 
Overall (All Graduates),2008,15.02 Civil engineering technology/technician,2,"$62,100", 60 
Overall (All Graduates),2009,15.02 Civil engineering technology/technician,2,"$60,600", 80 
Overall (All Graduates),2010,15.02 Civil engineering technology/technician,2,"$63,700", 90 
Overall (All Graduates),2011,15.02 Civil engineering technology/technician,2,"$67,100", 80 
Overall (All Graduates),2012,15.02 Civil engineering technology/technician,2,"$69,200", 100 
Overall (All Graduates),2013,15.02 Civil engineering technology/technician,2,"$67,900", 80 
Overall (All Graduates),2005,15.03 Electrical and electronic engineering technologies/technicians,2,"$54,000", 110 
Overall (All Graduates),2006,15.03 Electrical and electronic engineering technologies/technicians,2,"$61,400", 120 
Overall (All Graduates),2007,15.03 Electrical and electronic engineering technologies/technicians,2,"$62,600", 100 
Overall (All Graduates),2008,15.03 Electrical and electronic engineering technologies/technicians,2,"$60,300", 120 
Overall (All Graduates),2009,15.03 Electrical and electronic engineering technologies/technicians,2,"$57,100", 100 
Overall (All Graduates),2010,15.03 Electrical and electronic engineering technologies/technicians,2,"$64,800", 80 
Overall (All Graduates),2011,15.03 Electrical and electronic engineering technologies/technicians,2,"$71,100", 110 
Overall (All Graduates),2012,15.03 Electrical and electronic engineering technologies/technicians,2,"$74,700", 150 
Overall (All Graduates),2013,15.03 Electrical and electronic engineering technologies/technicians,2,"$65,900", 130 
Overall (All Graduates),2005,15.04 Electromechanical and instrumentation and maintenance technologies/technicians,2,"$70,400", 50 
Overall (All Graduates),2006,15.04 Electromechanical and instrumentation and maintenance technologies/technicians,2,"$72,200", 50 
Overall (All Graduates),2007,15.04 Electromechanical and instrumentation and maintenance technologies/technicians,2,"$69,200", 90 
Overall (All Graduates),2008,15.04 Electromechanical and instrumentation and maintenance technologies/technicians,2,"$68,700", 80 
Overall (All Graduates),2009,15.04 Electromechanical and instrumentation and maintenance technologies/technicians,2,"$69,500", 80 
Overall (All Graduates),2010,15.04 Electromechanical and instrumentation and maintenance technologies/technicians,2,"$71,100", 70 
Overall (All Graduates),2011,15.04 Electromechanical and instrumentation and maintenance technologies/technicians,2,"$73,100", 80 
Overall (All Graduates),2012,15.04 Electromechanical and instrumentation and maintenance technologies/technicians,2,"$82,300", 130 
Overall (All Graduates),2013,15.04 Electromechanical and instrumentation and maintenance technologies/technicians,2,"$66,700", 120 
Overall (All Graduates),2005,15.05 Environmental control technologies/technicians,2,"$60,900", 30 
Overall (All Graduates),2006,15.05 Environmental control technologies/technicians,2,"$69,900", 30 
Overall (All Graduates),2007,15.05 Environmental control technologies/technicians,2,"$70,500", 20 
Overall (All Graduates),2008,15.05 Environmental control technologies/technicians,2,"$54,100", 30 
Overall (All Graduates),2009,15.05 Environmental control technologies/technicians,2,"$57,900", 40 
Overall (All Graduates),2010,15.05 Environmental control technologies/technicians,2,"$56,600", 30 
Overall (All Graduates),2011,15.05 Environmental control technologies/technicians,2,"$69,600", 80 
Overall (All Graduates),2012,15.05 Environmental control technologies/technicians,2,"$62,400", 120 
Overall (All Graduates),2013,15.05 Environmental control technologies/technicians,2,"$61,300", 120 
Overall (All Graduates),2005,15.06 Industrial production technologies/technicians,2,"$71,200", 50 
Overall (All Graduates),2006,15.06 Industrial production technologies/technicians,2,n/a, n/a 
Overall (All Graduates),2007,15.06 Industrial production technologies/technicians,2,n/a, n/a 
Overall (All Graduates),2008,15.06 Industrial production technologies/technicians,2,n/a, n/a 
Overall (All Graduates),2009,15.06 Industrial production technologies/technicians,2,n/a, n/a 
Overall (All Graduates),2010,15.06 Industrial production technologies/technicians,2,n/a, n/a 
Overall (All Graduates),2011,15.06 Industrial production technologies/technicians,2,n/a, n/a 
Overall (All Graduates),2012,15.06 Industrial production technologies/technicians,2,n/a, n/a 
Overall (All Graduates),2013,15.06 Industrial production technologies/technicians,2,n/a, n/a 
Overall (All Graduates),2005,15.07 Quality control and safety technologies/technicians,2,n/a, n/a 
Overall (All Graduates),2006,15.07 Quality control and safety technologies/technicians,2,n/a, n/a 
Overall (All Graduates),2007,15.07 Quality control and safety technologies/technicians,2,n/a, n/a 
Overall (All Graduates),2008,15.07 Quality control and safety technologies/technicians,2,n/a, n/a 
Overall (All Graduates),2009,15.07 Quality control and safety technologies/technicians,2,"$49,400", 30 
Overall (All Graduates),2010,15.07 Quality control and safety technologies/technicians,2,"$68,800", 60 
Overall (All Graduates),2011,15.07 Quality control and safety technologies/technicians,2,"$72,800", 50 
Overall (All Graduates),2012,15.07 Quality control and safety technologies/technicians,2,"$67,700", 50 
Overall (All Graduates),2013,15.07 Quality control and safety technologies/technicians,2,"$65,600", 80 
Overall (All Graduates),2005,15.08 Mechanical engineering related technologies/technicians,2,"$58,300", 20 
Overall (All Graduates),2006,15.08 Mechanical engineering related technologies/technicians,2,"$66,700", 40 
Overall (All Graduates),2007,15.08 Mechanical engineering related technologies/technicians,2,"$56,800", 70 
Overall (All Graduates),2008,15.08 Mechanical engineering related technologies/technicians,2,"$57,900", 70 
Overall (All Graduates),2009,15.08 Mechanical engineering related technologies/technicians,2,"$56,800", 80 
Overall (All Graduates),2010,15.08 Mechanical engineering related technologies/technicians,2,"$65,400", 70 
Overall (All Graduates),2011,15.08 Mechanical engineering related technologies/technicians,2,"$64,300", 80 
Overall (All Graduates),2012,15.08 Mechanical engineering related technologies/technicians,2,"$67,000", 70 
Overall (All Graduates),2013,15.08 Mechanical engineering related technologies/technicians,2,"$61,000", 70 
Overall (All Graduates),2005,15.09 Mining and petroleum technologies/technicians,2,"$94,500", 130 
Overall (All Graduates),2006,15.09 Mining and petroleum technologies/technicians,2,"$90,900", 120 
Overall (All Graduates),2007,15.09 Mining and petroleum technologies/technicians,2,"$80,000", 120 
Overall (All Graduates),2008,15.09 Mining and petroleum technologies/technicians,2,"$83,100", 160 
Overall (All Graduates),2009,15.09 Mining and petroleum technologies/technicians,2,"$77,400", 120 
Overall (All Graduates),2010,15.09 Mining and petroleum technologies/technicians,2,"$80,100", 120 
Overall (All Graduates),2011,15.09 Mining and petroleum technologies/technicians,2,"$73,800", 80 
Overall (All Graduates),2012,15.09 Mining and petroleum technologies/technicians,2,"$78,400", 100 
Overall (All Graduates),2013,15.09 Mining and petroleum technologies/technicians,2,"$69,900", 90 
Overall (All Graduates),2005,15.10 Construction engineering technology/technician,2,"$64,700", 30 
Overall (All Graduates),2006,15.10 Construction engineering technology/technician,2,"$69,500", 30 
Overall (All Graduates),2007,15.10 Construction engineering technology/technician,2,"$73,500", 30 
Overall (All Graduates),2008,15.10 Construction engineering technology/technician,2,"$69,100", 40 
Overall (All Graduates),2009,15.10 Construction engineering technology/technician,2,"$59,700", 40 
Overall (All Graduates),2010,15.10 Construction engineering technology/technician,2,"$69,000", 40 
Overall (All Graduates),2011,15.10 Construction engineering technology/technician,2,"$70,400", 30 
Overall (All Graduates),2012,15.10 Construction engineering technology/technician,2,"$83,500", 50 
Overall (All Graduates),2013,15.10 Construction engineering technology/technician,2,"$74,300", 50 
Overall (All Graduates),2005,15.11 Engineering-related technologies,2,"$60,700", 50 
Overall (All Graduates),2006,15.11 Engineering-related technologies,2,"$60,600", 30 
Overall (All Graduates),2007,15.11 Engineering-related technologies,2,"$51,700", 40 
Overall (All Graduates),2008,15.11 Engineering-related technologies,2,"$60,700", 50 
Overall (All Graduates),2009,15.11 Engineering-related technologies,2,"$66,900", 40 
Overall (All Graduates),2010,15.11 Engineering-related technologies,2,"$71,700", 50 
Overall (All Graduates),2011,15.11 Engineering-related technologies,2,"$62,600", 50 
Overall (All Graduates),2012,15.11 Engineering-related technologies,2,"$80,200", 40 
Overall (All Graduates),2013,15.11 Engineering-related technologies,2,"$63,300", 60 
Overall (All Graduates),2005,15.12 Computer engineering technologies/technicians,2,"$52,300", 260 
Overall (All Graduates),2006,15.12 Computer engineering technologies/technicians,2,"$56,900", 180 
Overall (All Graduates),2007,15.12 Computer engineering technologies/technicians,2,"$55,200", 150 
Overall (All Graduates),2008,15.12 Computer engineering technologies/technicians,2,"$54,400", 180 
Overall (All Graduates),2009,15.12 Computer engineering technologies/technicians,2,"$54,600", 160 
Overall (All Graduates),2010,15.12 Computer engineering technologies/technicians,2,"$53,200", 140 
Overall (All Graduates),2011,15.12 Computer engineering technologies/technicians,2,"$54,200", 120 
Overall (All Graduates),2012,15.12 Computer engineering technologies/technicians,2,"$56,400", 110 
Overall (All Graduates),2013,15.12 Computer engineering technologies/technicians,2,"$48,800", 90 
Overall (All Graduates),2005,15.13 Drafting/design engineering technologies/technicians,2,"$56,000", 100 
Overall (All Graduates),2006,15.13 Drafting/design engineering technologies/technicians,2,"$56,900", 120 
Overall (All Graduates),2007,15.13 Drafting/design engineering technologies/technicians,2,"$56,500", 130 
Overall (All Graduates),2008,15.13 Drafting/design engineering technologies/technicians,2,"$56,600", 150 
Overall (All Graduates),2009,15.13 Drafting/design engineering technologies/technicians,2,"$52,300", 130 
Overall (All Graduates),2010,15.13 Drafting/design engineering technologies/technicians,2,"$56,100", 130 
Overall (All Graduates),2011,15.13 Drafting/design engineering technologies/technicians,2,"$61,200", 110 
Overall (All Graduates),2012,15.13 Drafting/design engineering technologies/technicians,2,"$62,400", 120 
Overall (All Graduates),2013,15.13 Drafting/design engineering technologies/technicians,2,"$55,600", 130 
Overall (All Graduates),2005,15.15 Engineering-related fields,2,n/a, n/a 
Overall (All Graduates),2006,15.15 Engineering-related fields,2,n/a, n/a 
Overall (All Graduates),2007,15.15 Engineering-related fields,2,n/a, n/a 
Overall (All Graduates),2008,15.15 Engineering-related fields,2,n/a, n/a 
Overall (All Graduates),2009,15.15 Engineering-related fields,2,n/a, n/a 
Overall (All Graduates),2010,15.15 Engineering-related fields,2,n/a, n/a 
Overall (All Graduates),2011,15.15 Engineering-related fields,2,"$72,100", 20 
Overall (All Graduates),2012,15.15 Engineering-related fields,2,"$81,500", 30 
Overall (All Graduates),2013,15.15 Engineering-related fields,2,"$78,700", 40 
Overall (All Graduates),2005,"15.99 Engineering technologies and engineering-related fields, other",2,"$76,600", 40 
Overall (All Graduates),2006,"15.99 Engineering technologies and engineering-related fields, other",2,"$75,600", 70 
Overall (All Graduates),2007,"15.99 Engineering technologies and engineering-related fields, other",2,"$63,300", 60 
Overall (All Graduates),2008,"15.99 Engineering technologies and engineering-related fields, other",2,"$62,800", 70 
Overall (All Graduates),2009,"15.99 Engineering technologies and engineering-related fields, other",2,"$68,000", 60 
Overall (All Graduates),2010,"15.99 Engineering technologies and engineering-related fields, other",2,"$90,500", 30 
Overall (All Graduates),2011,"15.99 Engineering technologies and engineering-related fields, other",2,"$68,500", 60 
Overall (All Graduates),2012,"15.99 Engineering technologies and engineering-related fields, other",2,"$84,100", 60 
Overall (All Graduates),2013,"15.99 Engineering technologies and engineering-related fields, other",2,"$56,100", 60 
Overall (All Graduates),2005,"16.01 Linguistic, comparative and related language studies and services",2,"$39,000", 20 
Overall (All Graduates),2006,"16.01 Linguistic, comparative and related language studies and services",2,"$37,200", 40 
Overall (All Graduates),2007,"16.01 Linguistic, comparative and related language studies and services",2,"$41,900", 30 
Overall (All Graduates),2008,"16.01 Linguistic, comparative and related language studies and services",2,"$51,800", 20 
Overall (All Graduates),2009,"16.01 Linguistic, comparative and related language studies and services",2,"$31,200", 20 
Overall (All Graduates),2010,"16.01 Linguistic, comparative and related language studies and services",2,"$38,100", 30 
Overall (All Graduates),2011,"16.01 Linguistic, comparative and related language studies and services",2,"$39,500", 40 
Overall (All Graduates),2012,"16.01 Linguistic, comparative and related language studies and services",2,"$35,300", 30 
Overall (All Graduates),2013,"16.01 Linguistic, comparative and related language studies and services",2,"$35,100", 30 
Overall (All Graduates),2005,"19.05 Foods, nutrition and related services",2,"$28,900", 20 
Overall (All Graduates),2006,"19.05 Foods, nutrition and related services",2,"$42,400", 30 
Overall (All Graduates),2007,"19.05 Foods, nutrition and related services",2,"$43,600", 40 
Overall (All Graduates),2008,"19.05 Foods, nutrition and related services",2,"$44,200", 30 
Overall (All Graduates),2009,"19.05 Foods, nutrition and related services",2,"$36,100", 40 
Overall (All Graduates),2010,"19.05 Foods, nutrition and related services",2,n/a, n/a 
Overall (All Graduates),2011,"19.05 Foods, nutrition and related services",2,"$27,300", 30 
Overall (All Graduates),2012,"19.05 Foods, nutrition and related services",2,"$40,500", 30 
Overall (All Graduates),2013,"19.05 Foods, nutrition and related services",2,"$32,400", 30 
Overall (All Graduates),2005,19.06 Housing and human environments,2,n/a, n/a 
Overall (All Graduates),2006,19.06 Housing and human environments,2,"$40,200", 20 
Overall (All Graduates),2007,19.06 Housing and human environments,2,n/a, n/a 
Overall (All Graduates),2008,19.06 Housing and human environments,2,n/a, n/a 
Overall (All Graduates),2009,19.06 Housing and human environments,2,n/a, n/a 
Overall (All Graduates),2010,19.06 Housing and human environments,2,n/a, n/a 
Overall (All Graduates),2011,19.06 Housing and human environments,2,n/a, n/a 
Overall (All Graduates),2012,19.06 Housing and human environments,2,n/a, n/a 
Overall (All Graduates),2013,19.06 Housing and human environments,2,n/a, n/a 
Overall (All Graduates),2005,"19.07 Human development, family studies and related services",2,"$28,000", 200 
Overall (All Graduates),2006,"19.07 Human development, family studies and related services",2,"$35,500", 200 
Overall (All Graduates),2007,"19.07 Human development, family studies and related services",2,"$38,800", 180 
Overall (All Graduates),2008,"19.07 Human development, family studies and related services",2,"$35,200", 210 
Overall (All Graduates),2009,"19.07 Human development, family studies and related services",2,"$26,900", 280 
Overall (All Graduates),2010,"19.07 Human development, family studies and related services",2,"$34,400", 260 
Overall (All Graduates),2011,"19.07 Human development, family studies and related services",2,"$31,500", 380 
Overall (All Graduates),2012,"19.07 Human development, family studies and related services",2,"$29,900", 320 
Overall (All Graduates),2013,"19.07 Human development, family studies and related services",2,"$33,900", 270 
Overall (All Graduates),2005,"22.01 Law (LLB, JD, BCL)",2,"$79,500", 170 
Overall (All Graduates),2006,"22.01 Law (LLB, JD, BCL)",2,"$83,000", 170 
Overall (All Graduates),2007,"22.01 Law (LLB, JD, BCL)",2,"$82,100", 150 
Overall (All Graduates),2008,"22.01 Law (LLB, JD, BCL)",2,"$83,500", 190 
Overall (All Graduates),2009,"22.01 Law (LLB, JD, BCL)",2,"$83,000", 210 
Overall (All Graduates),2010,"22.01 Law (LLB, JD, BCL)",2,"$84,900", 190 
Overall (All Graduates),2011,"22.01 Law (LLB, JD, BCL)",2,"$84,000", 210 
Overall (All Graduates),2012,"22.01 Law (LLB, JD, BCL)",2,"$83,300", 210 
Overall (All Graduates),2013,"22.01 Law (LLB, JD, BCL)",2,"$89,000", 190 
Overall (All Graduates),2005,22.03 Legal support services,2,"$40,300", 120 
Overall (All Graduates),2006,22.03 Legal support services,2,"$42,700", 110 
Overall (All Graduates),2007,22.03 Legal support services,2,"$42,900", 140 
Overall (All Graduates),2008,22.03 Legal support services,2,"$44,100", 120 
Overall (All Graduates),2009,22.03 Legal support services,2,"$41,900", 110 
Overall (All Graduates),2010,22.03 Legal support services,2,"$43,400", 110 
Overall (All Graduates),2011,22.03 Legal support services,2,"$41,300", 140 
Overall (All Graduates),2012,22.03 Legal support services,2,"$42,500", 140 
Overall (All Graduates),2013,22.03 Legal support services,2,"$42,700", 170 
Overall (All Graduates),2005,"22.99 Legal professions and studies, other",2,n/a, n/a 
Overall (All Graduates),2006,"22.99 Legal professions and studies, other",2,n/a, n/a 
Overall (All Graduates),2007,"22.99 Legal professions and studies, other",2,n/a, n/a 
Overall (All Graduates),2008,"22.99 Legal professions and studies, other",2,n/a, n/a 
Overall (All Graduates),2009,"22.99 Legal professions and studies, other",2,n/a, n/a 
Overall (All Graduates),2010,"22.99 Legal professions and studies, other",2,"$53,700", 20 
Overall (All Graduates),2011,"22.99 Legal professions and studies, other",2,n/a, n/a 
Overall (All Graduates),2012,"22.99 Legal professions and studies, other",2,n/a, n/a 
Overall (All Graduates),2013,"22.99 Legal professions and studies, other",2,n/a, n/a 
Overall (All Graduates),2005,"23.01 English language and literature, general",2,"$35,000", 110 
Overall (All Graduates),2006,"23.01 English language and literature, general",2,"$38,800", 130 
Overall (All Graduates),2007,"23.01 English language and literature, general",2,"$39,600", 130 
Overall (All Graduates),2008,"23.01 English language and literature, general",2,"$36,500", 140 
Overall (All Graduates),2009,"23.01 English language and literature, general",2,"$36,400", 120 
Overall (All Graduates),2010,"23.01 English language and literature, general",2,"$40,600", 140 
Overall (All Graduates),2011,"23.01 English language and literature, general",2,"$39,500", 140 
Overall (All Graduates),2012,"23.01 English language and literature, general",2,"$35,100", 150 
Overall (All Graduates),2013,"23.01 English language and literature, general",2,"$39,300", 160 
Overall (All Graduates),2005,23.13 English rhetoric and composition/writing studies,2,n/a, n/a 
Overall (All Graduates),2006,23.13 English rhetoric and composition/writing studies,2,"$52,500", 20 
Overall (All Graduates),2007,23.13 English rhetoric and composition/writing studies,2,"$43,300", 30 
Overall (All Graduates),2008,23.13 English rhetoric and composition/writing studies,2,"$46,800", 20 
Overall (All Graduates),2009,23.13 English rhetoric and composition/writing studies,2,"$42,800", 40 
Overall (All Graduates),2010,23.13 English rhetoric and composition/writing studies,2,"$41,800", 40 
Overall (All Graduates),2011,23.13 English rhetoric and composition/writing studies,2,"$47,600", 40 
Overall (All Graduates),2012,23.13 English rhetoric and composition/writing studies,2,"$48,100", 40 
Overall (All Graduates),2013,23.13 English rhetoric and composition/writing studies,2,"$50,200", 20 
Overall (All Graduates),2005,"24.01 Liberal arts and sciences, general studies and humanities",2,"$39,300", 200 
Overall (All Graduates),2006,"24.01 Liberal arts and sciences, general studies and humanities",2,"$38,900", 330 
Overall (All Graduates),2007,"24.01 Liberal arts and sciences, general studies and humanities",2,"$43,300", 210 
Overall (All Graduates),2008,"24.01 Liberal arts and sciences, general studies and humanities",2,"$41,500", 190 
Overall (All Graduates),2009,"24.01 Liberal arts and sciences, general studies and humanities",2,"$44,500", 210 
Overall (All Graduates),2010,"24.01 Liberal arts and sciences, general studies and humanities",2,"$41,400", 180 
Overall (All Graduates),2011,"24.01 Liberal arts and sciences, general studies and humanities",2,"$44,600", 180 
Overall (All Graduates),2012,"24.01 Liberal arts and sciences, general studies and humanities",2,"$46,300", 160 
Overall (All Graduates),2013,"24.01 Liberal arts and sciences, general studies and humanities",2,"$41,800", 120 
Overall (All Graduates),2005,25.01 Library science and administration,2,"$59,300", 20 
Overall (All Graduates),2006,25.01 Library science and administration,2,n/a, n/a 
Overall (All Graduates),2007,25.01 Library science and administration,2,"$61,400", 30 
Overall (All Graduates),2008,25.01 Library science and administration,2,"$58,800", 20 
Overall (All Graduates),2009,25.01 Library science and administration,2,"$59,400", 30 
Overall (All Graduates),2010,25.01 Library science and administration,2,"$58,500", 30 
Overall (All Graduates),2011,25.01 Library science and administration,2,"$54,500", 30 
Overall (All Graduates),2012,25.01 Library science and administration,2,"$55,500", 30 
Overall (All Graduates),2013,25.01 Library science and administration,2,"$60,300", 40 
Overall (All Graduates),2005,25.03 Library and archives assisting,2,n/a, n/a 
Overall (All Graduates),2006,25.03 Library and archives assisting,2,n/a, n/a 
Overall (All Graduates),2007,25.03 Library and archives assisting,2,n/a, n/a 
Overall (All Graduates),2008,25.03 Library and archives assisting,2,"$30,800", 30 
Overall (All Graduates),2009,25.03 Library and archives assisting,2,n/a, n/a 
Overall (All Graduates),2010,25.03 Library and archives assisting,2,n/a, n/a 
Overall (All Graduates),2011,25.03 Library and archives assisting,2,n/a, n/a 
Overall (All Graduates),2012,25.03 Library and archives assisting,2,"$39,900", 30 
Overall (All Graduates),2013,25.03 Library and archives assisting,2,"$25,500", 20 
Overall (All Graduates),2005,"25.99 Library science, other",2,"$34,600", 30 
Overall (All Graduates),2006,"25.99 Library science, other",2,"$33,600", 20 
Overall (All Graduates),2007,"25.99 Library science, other",2,"$39,700", 20 
