Credential,Graduating Cohort,Field of Study (CIP code),Years After Graduation,Median Income, Cohort Size 
Bachelor's degree,2013,51. Health professions and related programs,2,"$75,100"," 1,440 "
Bachelor's degree,2005,"52. Business, management, marketing and related support services",2,"$60,800"," 1,270 "
Bachelor's degree,2006,"52. Business, management, marketing and related support services",2,"$61,100"," 1,330 "
Bachelor's degree,2007,"52. Business, management, marketing and related support services",2,"$59,200"," 1,190 "
Bachelor's degree,2008,"52. Business, management, marketing and related support services",2,"$58,500"," 1,180 "
Bachelor's degree,2009,"52. Business, management, marketing and related support services",2,"$57,300"," 1,170 "
Bachelor's degree,2010,"52. Business, management, marketing and related support services",2,"$59,300"," 1,240 "
Bachelor's degree,2011,"52. Business, management, marketing and related support services",2,"$58,900"," 1,370 "
Bachelor's degree,2012,"52. Business, management, marketing and related support services",2,"$57,900"," 1,380 "
Bachelor's degree,2013,"52. Business, management, marketing and related support services",2,"$57,900"," 1,400 "
Bachelor's degree,2005,54. History,2,"$42,300", 90 
Bachelor's degree,2006,54. History,2,"$38,800", 90 
Bachelor's degree,2007,54. History,2,"$44,500", 90 
Bachelor's degree,2008,54. History,2,"$36,400", 90 
Bachelor's degree,2009,54. History,2,"$29,400", 70 
Bachelor's degree,2010,54. History,2,"$43,500", 90 
Bachelor's degree,2011,54. History,2,"$39,900", 90 
Bachelor's degree,2012,54. History,2,"$39,700", 90 
Bachelor's degree,2013,54. History,2,"$42,500", 90 
Bachelor's degree + certificate/diploma,2005,00. Total,2,"$70,600", 100 
Bachelor's degree + certificate/diploma,2006,00. Total,2,"$61,800", 180 
Bachelor's degree + certificate/diploma,2007,00. Total,2,"$57,100", 390 
Bachelor's degree + certificate/diploma,2008,00. Total,2,"$56,100", 670 
Bachelor's degree + certificate/diploma,2009,00. Total,2,"$56,800", 970 
Bachelor's degree + certificate/diploma,2010,00. Total,2,"$57,600"," 1,090 "
Bachelor's degree + certificate/diploma,2011,00. Total,2,"$59,100"," 1,220 "
Bachelor's degree + certificate/diploma,2012,00. Total,2,"$58,600"," 1,360 "
Bachelor's degree + certificate/diploma,2013,00. Total,2,"$58,700"," 1,440 "
Bachelor's degree + certificate/diploma,2005,"01. Agriculture, agriculture operations and related sciences",2,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,"01. Agriculture, agriculture operations and related sciences",2,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,"01. Agriculture, agriculture operations and related sciences",2,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,"01. Agriculture, agriculture operations and related sciences",2,n/a, n/a 
Bachelor's degree + certificate/diploma,2009,"01. Agriculture, agriculture operations and related sciences",2,n/a, n/a 
Bachelor's degree + certificate/diploma,2010,"01. Agriculture, agriculture operations and related sciences",2,n/a, n/a 
Bachelor's degree + certificate/diploma,2011,"01. Agriculture, agriculture operations and related sciences",2,n/a, n/a 
Bachelor's degree + certificate/diploma,2012,"01. Agriculture, agriculture operations and related sciences",2,n/a, n/a 
Bachelor's degree + certificate/diploma,2013,"01. Agriculture, agriculture operations and related sciences",2,"$64,200", 20 
Bachelor's degree + certificate/diploma,2005,03. Natural resources and conservation,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,03. Natural resources and conservation,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,03. Natural resources and conservation,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,03. Natural resources and conservation,2,"$61,100", 40 
Bachelor's degree + certificate/diploma,2009,03. Natural resources and conservation,2,"$64,100", 40 
Bachelor's degree + certificate/diploma,2010,03. Natural resources and conservation,2,"$67,600", 40 
Bachelor's degree + certificate/diploma,2011,03. Natural resources and conservation,2,"$73,900", 60 
Bachelor's degree + certificate/diploma,2012,03. Natural resources and conservation,2,"$68,000", 30 
Bachelor's degree + certificate/diploma,2013,03. Natural resources and conservation,2,"$61,500", 60 
Bachelor's degree + certificate/diploma,2005,"09. Communication, journalism and related programs",2,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,"09. Communication, journalism and related programs",2,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,"09. Communication, journalism and related programs",2,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,"09. Communication, journalism and related programs",2,n/a, n/a 
Bachelor's degree + certificate/diploma,2009,"09. Communication, journalism and related programs",2,"$39,800", 40 
Bachelor's degree + certificate/diploma,2010,"09. Communication, journalism and related programs",2,"$50,900", 40 
Bachelor's degree + certificate/diploma,2011,"09. Communication, journalism and related programs",2,"$47,000", 50 
Bachelor's degree + certificate/diploma,2012,"09. Communication, journalism and related programs",2,"$48,100", 40 
Bachelor's degree + certificate/diploma,2013,"09. Communication, journalism and related programs",2,"$46,400", 70 
Bachelor's degree + certificate/diploma,2005,11. Computer and information sciences and support services,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,11. Computer and information sciences and support services,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,11. Computer and information sciences and support services,2,"$60,000", 20 
Bachelor's degree + certificate/diploma,2008,11. Computer and information sciences and support services,2,"$64,900", 30 
Bachelor's degree + certificate/diploma,2009,11. Computer and information sciences and support services,2,"$62,200", 30 
Bachelor's degree + certificate/diploma,2010,11. Computer and information sciences and support services,2,"$61,800", 30 
Bachelor's degree + certificate/diploma,2011,11. Computer and information sciences and support services,2,"$64,400", 40 
Bachelor's degree + certificate/diploma,2012,11. Computer and information sciences and support services,2,"$61,600", 30 
Bachelor's degree + certificate/diploma,2013,11. Computer and information sciences and support services,2,"$59,500", 50 
Bachelor's degree + certificate/diploma,2005,13. Education,2,"$54,400", 20 
Bachelor's degree + certificate/diploma,2006,13. Education,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,13. Education,2,"$67,100", 20 
Bachelor's degree + certificate/diploma,2008,13. Education,2,"$67,300", 40 
Bachelor's degree + certificate/diploma,2009,13. Education,2,"$65,900", 70 
Bachelor's degree + certificate/diploma,2010,13. Education,2,"$57,000", 90 
Bachelor's degree + certificate/diploma,2011,13. Education,2,"$63,300", 80 
Bachelor's degree + certificate/diploma,2012,13. Education,2,"$50,900", 80 
Bachelor's degree + certificate/diploma,2013,13. Education,2,"$63,500", 110 
Bachelor's degree + certificate/diploma,2005,14. Engineering,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,14. Engineering,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,14. Engineering,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,14. Engineering,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2009,14. Engineering,2,"$80,900", 30 
Bachelor's degree + certificate/diploma,2010,14. Engineering,2,"$81,100", 20 
Bachelor's degree + certificate/diploma,2011,14. Engineering,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2012,14. Engineering,2,"$95,800", 30 
Bachelor's degree + certificate/diploma,2013,14. Engineering,2,"$85,400", 40 
Bachelor's degree + certificate/diploma,2005,15. Engineering technologies and engineering-related fields,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,15. Engineering technologies and engineering-related fields,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,15. Engineering technologies and engineering-related fields,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,15. Engineering technologies and engineering-related fields,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2009,15. Engineering technologies and engineering-related fields,2,"$53,900", 20 
Bachelor's degree + certificate/diploma,2010,15. Engineering technologies and engineering-related fields,2,"$53,500", 20 
Bachelor's degree + certificate/diploma,2011,15. Engineering technologies and engineering-related fields,2,"$72,700", 30 
Bachelor's degree + certificate/diploma,2012,15. Engineering technologies and engineering-related fields,2,"$81,500", 50 
Bachelor's degree + certificate/diploma,2013,15. Engineering technologies and engineering-related fields,2,"$70,400", 50 
Bachelor's degree + certificate/diploma,2005,19. Family and consumer sciences/human sciences,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,19. Family and consumer sciences/human sciences,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,19. Family and consumer sciences/human sciences,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,19. Family and consumer sciences/human sciences,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2009,19. Family and consumer sciences/human sciences,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2010,19. Family and consumer sciences/human sciences,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2011,19. Family and consumer sciences/human sciences,2,"$51,800", 30 
Bachelor's degree + certificate/diploma,2012,19. Family and consumer sciences/human sciences,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2013,19. Family and consumer sciences/human sciences,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2005,23. English language and literature/letters,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,23. English language and literature/letters,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,23. English language and literature/letters,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,23. English language and literature/letters,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2009,23. English language and literature/letters,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2010,23. English language and literature/letters,2,"$44,200", 20 
Bachelor's degree + certificate/diploma,2011,23. English language and literature/letters,2,"$47,700", 20 
Bachelor's degree + certificate/diploma,2012,23. English language and literature/letters,2,"$49,100", 30 
Bachelor's degree + certificate/diploma,2013,23. English language and literature/letters,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2005,42. Psychology,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,42. Psychology,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,42. Psychology,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,42. Psychology,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2009,42. Psychology,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2010,42. Psychology,2,"$55,000", 30 
Bachelor's degree + certificate/diploma,2011,42. Psychology,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2012,42. Psychology,2,"$51,100", 30 
Bachelor's degree + certificate/diploma,2013,42. Psychology,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2005,43. Security and protective services,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,43. Security and protective services,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,43. Security and protective services,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,43. Security and protective services,2,"$49,500", 30 
Bachelor's degree + certificate/diploma,2009,43. Security and protective services,2,"$63,600", 40 
Bachelor's degree + certificate/diploma,2010,43. Security and protective services,2,"$64,400", 40 
Bachelor's degree + certificate/diploma,2011,43. Security and protective services,2,"$60,800", 30 
Bachelor's degree + certificate/diploma,2012,43. Security and protective services,2,"$54,300", 30 
Bachelor's degree + certificate/diploma,2013,43. Security and protective services,2,"$52,100", 30 
Bachelor's degree + certificate/diploma,2005,44. Public administration and social service professions,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,44. Public administration and social service professions,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,44. Public administration and social service professions,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,44. Public administration and social service professions,2,"$51,500", 40 
Bachelor's degree + certificate/diploma,2009,44. Public administration and social service professions,2,"$49,400", 60 
Bachelor's degree + certificate/diploma,2010,44. Public administration and social service professions,2,"$56,000", 60 
Bachelor's degree + certificate/diploma,2011,44. Public administration and social service professions,2,"$53,900", 60 
Bachelor's degree + certificate/diploma,2012,44. Public administration and social service professions,2,"$52,200", 80 
Bachelor's degree + certificate/diploma,2013,44. Public administration and social service professions,2,"$57,100", 90 
Bachelor's degree + certificate/diploma,2005,45. Social sciences,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,45. Social sciences,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,45. Social sciences,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,45. Social sciences,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2009,45. Social sciences,2,"$49,900", 30 
Bachelor's degree + certificate/diploma,2010,45. Social sciences,2,"$53,500", 30 
Bachelor's degree + certificate/diploma,2011,45. Social sciences,2,"$61,800", 20 
Bachelor's degree + certificate/diploma,2012,45. Social sciences,2,"$40,800", 20 
Bachelor's degree + certificate/diploma,2013,45. Social sciences,2,"$55,000", 20 
Bachelor's degree + certificate/diploma,2005,50. Visual and performing arts,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,50. Visual and performing arts,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,50. Visual and performing arts,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,50. Visual and performing arts,2,"$26,500", 20 
Bachelor's degree + certificate/diploma,2009,50. Visual and performing arts,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2010,50. Visual and performing arts,2,"$38,000", 30 
Bachelor's degree + certificate/diploma,2011,50. Visual and performing arts,2,"$41,900", 30 
Bachelor's degree + certificate/diploma,2012,50. Visual and performing arts,2,"$34,400", 40 
Bachelor's degree + certificate/diploma,2013,50. Visual and performing arts,2,"$32,500", 30 
Bachelor's degree + certificate/diploma,2005,51. Health professions and related programs,2,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,51. Health professions and related programs,2,"$79,200", 30 
Bachelor's degree + certificate/diploma,2007,51. Health professions and related programs,2,"$68,800", 60 
Bachelor's degree + certificate/diploma,2008,51. Health professions and related programs,2,"$74,200", 70 
Bachelor's degree + certificate/diploma,2009,51. Health professions and related programs,2,"$75,300", 140 
Bachelor's degree + certificate/diploma,2010,51. Health professions and related programs,2,"$73,000", 180 
Bachelor's degree + certificate/diploma,2011,51. Health professions and related programs,2,"$73,900", 210 
Bachelor's degree + certificate/diploma,2012,51. Health professions and related programs,2,"$75,500", 230 
Bachelor's degree + certificate/diploma,2013,51. Health professions and related programs,2,"$74,100", 260 
Bachelor's degree + certificate/diploma,2005,"52. Business, management, marketing and related support services",2,"$100,800", 50 
Bachelor's degree + certificate/diploma,2006,"52. Business, management, marketing and related support services",2,"$88,400", 40 
Bachelor's degree + certificate/diploma,2007,"52. Business, management, marketing and related support services",2,"$56,400", 140 
Bachelor's degree + certificate/diploma,2008,"52. Business, management, marketing and related support services",2,"$57,000", 250 
Bachelor's degree + certificate/diploma,2009,"52. Business, management, marketing and related support services",2,"$56,000", 350 
Bachelor's degree + certificate/diploma,2010,"52. Business, management, marketing and related support services",2,"$56,800", 380 
Bachelor's degree + certificate/diploma,2011,"52. Business, management, marketing and related support services",2,"$56,900", 450 
Bachelor's degree + certificate/diploma,2012,"52. Business, management, marketing and related support services",2,"$58,200", 520 
Bachelor's degree + certificate/diploma,2013,"52. Business, management, marketing and related support services",2,"$55,300", 490 
Professional bachelor's degree,2005,00. Total,2,"$83,100", 290 
Professional bachelor's degree,2006,00. Total,2,"$86,100", 300 
Professional bachelor's degree,2007,00. Total,2,"$88,000", 290 
Professional bachelor's degree,2008,00. Total,2,"$87,300", 320 
Professional bachelor's degree,2009,00. Total,2,"$86,000", 350 
Professional bachelor's degree,2010,00. Total,2,"$88,400", 340 
Professional bachelor's degree,2011,00. Total,2,"$88,000", 350 
Professional bachelor's degree,2012,00. Total,2,"$86,100", 370 
Professional bachelor's degree,2013,00. Total,2,"$91,300", 320 
Professional bachelor's degree,2005,22. Legal professions and studies,2,"$79,500", 170 
Professional bachelor's degree,2006,22. Legal professions and studies,2,"$83,000", 170 
Professional bachelor's degree,2007,22. Legal professions and studies,2,"$82,100", 150 
Professional bachelor's degree,2008,22. Legal professions and studies,2,"$83,500", 190 
Professional bachelor's degree,2009,22. Legal professions and studies,2,"$83,000", 210 
Professional bachelor's degree,2010,22. Legal professions and studies,2,"$84,900", 190 
Professional bachelor's degree,2011,22. Legal professions and studies,2,"$84,000", 200 
Professional bachelor's degree,2012,22. Legal professions and studies,2,"$83,300", 210 
Professional bachelor's degree,2013,22. Legal professions and studies,2,"$89,000", 190 
Professional bachelor's degree,2005,51. Health professions and related programs,2,"$100,100", 110 
Professional bachelor's degree,2006,51. Health professions and related programs,2,"$97,000", 120 
Professional bachelor's degree,2007,51. Health professions and related programs,2,"$101,700", 140 
Professional bachelor's degree,2008,51. Health professions and related programs,2,"$101,700", 140 
Professional bachelor's degree,2009,51. Health professions and related programs,2,"$95,700", 140 
Professional bachelor's degree,2010,51. Health professions and related programs,2,"$101,700", 150 
Professional bachelor's degree,2011,51. Health professions and related programs,2,"$103,600", 140 
Professional bachelor's degree,2012,51. Health professions and related programs,2,"$99,400", 160 
Professional bachelor's degree,2013,51. Health professions and related programs,2,"$99,100", 120 
Master's degree,2005,00. Total,2,"$84,400"," 1,280 "
Master's degree,2006,00. Total,2,"$83,900"," 1,490 "
Master's degree,2007,00. Total,2,"$85,900"," 1,470 "
Master's degree,2008,00. Total,2,"$83,100"," 1,560 "
Master's degree,2009,00. Total,2,"$79,700"," 1,440 "
Master's degree,2010,00. Total,2,"$81,600"," 1,660 "
Master's degree,2011,00. Total,2,"$81,500"," 1,870 "
Master's degree,2012,00. Total,2,"$81,600"," 2,060 "
Master's degree,2013,00. Total,2,"$82,600"," 2,010 "
Master's degree,2005,"01. Agriculture, agriculture operations and related sciences",2,n/a, n/a 
Master's degree,2006,"01. Agriculture, agriculture operations and related sciences",2,n/a, n/a 
Master's degree,2007,"01. Agriculture, agriculture operations and related sciences",2,n/a, n/a 
Master's degree,2008,"01. Agriculture, agriculture operations and related sciences",2,n/a, n/a 
Master's degree,2009,"01. Agriculture, agriculture operations and related sciences",2,n/a, n/a 
Master's degree,2010,"01. Agriculture, agriculture operations and related sciences",2,"$58,100", 30 
Master's degree,2011,"01. Agriculture, agriculture operations and related sciences",2,"$50,800", 20 
Master's degree,2012,"01. Agriculture, agriculture operations and related sciences",2,"$57,600", 30 
Master's degree,2013,"01. Agriculture, agriculture operations and related sciences",2,n/a, n/a 
Master's degree,2005,03. Natural resources and conservation,2,n/a, n/a 
Master's degree,2006,03. Natural resources and conservation,2,n/a, n/a 
Master's degree,2007,03. Natural resources and conservation,2,n/a, n/a 
Master's degree,2008,03. Natural resources and conservation,2,n/a, n/a 
Master's degree,2009,03. Natural resources and conservation,2,n/a, n/a 
Master's degree,2010,03. Natural resources and conservation,2,n/a, n/a 
Master's degree,2011,03. Natural resources and conservation,2,"$76,100", 20 
Master's degree,2012,03. Natural resources and conservation,2,"$63,600", 30 
Master's degree,2013,03. Natural resources and conservation,2,n/a, n/a 
Master's degree,2005,04. Architecture and related services,2,"$60,500", 20 
Master's degree,2006,04. Architecture and related services,2,"$65,500", 20 
Master's degree,2007,04. Architecture and related services,2,"$65,000", 20 
Master's degree,2008,04. Architecture and related services,2,"$63,400", 20 
Master's degree,2009,04. Architecture and related services,2,"$56,200", 30 
Master's degree,2010,04. Architecture and related services,2,"$54,900", 30 
Master's degree,2011,04. Architecture and related services,2,"$61,200", 50 
Master's degree,2012,04. Architecture and related services,2,"$55,300", 40 
Master's degree,2013,04. Architecture and related services,2,"$60,400", 60 
Master's degree,2005,11. Computer and information sciences and support services,2,"$96,900", 50 
Master's degree,2006,11. Computer and information sciences and support services,2,"$90,300", 80 
Master's degree,2007,11. Computer and information sciences and support services,2,"$89,800", 80 
Master's degree,2008,11. Computer and information sciences and support services,2,"$82,800", 70 
Master's degree,2009,11. Computer and information sciences and support services,2,"$89,900", 60 
Master's degree,2010,11. Computer and information sciences and support services,2,"$71,400", 60 
Master's degree,2011,11. Computer and information sciences and support services,2,"$84,000", 50 
Master's degree,2012,11. Computer and information sciences and support services,2,"$82,600", 60 
Master's degree,2013,11. Computer and information sciences and support services,2,"$77,600", 40 
Master's degree,2005,13. Education,2,"$89,900", 210 
Master's degree,2006,13. Education,2,"$96,700", 240 
Master's degree,2007,13. Education,2,"$97,200", 230 
Master's degree,2008,13. Education,2,"$98,600", 360 
Master's degree,2009,13. Education,2,"$96,500", 230 
Master's degree,2010,13. Education,2,"$95,100", 240 
Master's degree,2011,13. Education,2,"$100,500", 290 
Master's degree,2012,13. Education,2,"$96,400", 340 
Master's degree,2013,13. Education,2,"$99,100", 270 
Master's degree,2005,14. Engineering,2,"$84,900", 230 
Master's degree,2006,14. Engineering,2,"$89,200", 200 
Master's degree,2007,14. Engineering,2,"$89,600", 210 
Master's degree,2008,14. Engineering,2,"$82,400", 200 
Master's degree,2009,14. Engineering,2,"$78,700", 230 
Master's degree,2010,14. Engineering,2,"$89,600", 260 
Master's degree,2011,14. Engineering,2,"$88,900", 260 
Master's degree,2012,14. Engineering,2,"$89,300", 300 
Master's degree,2013,14. Engineering,2,"$80,000", 230 
Master's degree,2005,25. Library science,2,"$59,300", 20 
Master's degree,2006,25. Library science,2,n/a, n/a 
Master's degree,2007,25. Library science,2,"$61,400", 20 
Master's degree,2008,25. Library science,2,"$58,800", 30 
Master's degree,2009,25. Library science,2,"$59,400", 30 
Master's degree,2010,25. Library science,2,"$58,500", 30 
Master's degree,2011,25. Library science,2,"$54,500", 30 
Master's degree,2012,25. Library science,2,"$55,500", 30 
Master's degree,2013,25. Library science,2,"$60,300", 40 
Master's degree,2005,26. Biological and biomedical sciences,2,"$59,200", 40 
Master's degree,2006,26. Biological and biomedical sciences,2,"$58,200", 50 
Master's degree,2007,26. Biological and biomedical sciences,2,"$61,300", 40 
Master's degree,2008,26. Biological and biomedical sciences,2,"$61,100", 30 
Master's degree,2009,26. Biological and biomedical sciences,2,"$51,600", 40 
Master's degree,2010,26. Biological and biomedical sciences,2,"$62,600", 30 
Master's degree,2011,26. Biological and biomedical sciences,2,"$54,000", 60 
Master's degree,2012,26. Biological and biomedical sciences,2,"$52,000", 40 
Master's degree,2013,26. Biological and biomedical sciences,2,"$56,200", 50 
Master's degree,2005,"31. Parks, recreation, leisure and fitness studies",2,n/a, n/a 
Master's degree,2006,"31. Parks, recreation, leisure and fitness studies",2,n/a, n/a 
Master's degree,2007,"31. Parks, recreation, leisure and fitness studies",2,n/a, n/a 
Master's degree,2008,"31. Parks, recreation, leisure and fitness studies",2,n/a, n/a 
Master's degree,2009,"31. Parks, recreation, leisure and fitness studies",2,"$47,500", 20 
Master's degree,2010,"31. Parks, recreation, leisure and fitness studies",2,n/a, n/a 
Master's degree,2011,"31. Parks, recreation, leisure and fitness studies",2,"$66,300", 20 
Master's degree,2012,"31. Parks, recreation, leisure and fitness studies",2,n/a, n/a 
Master's degree,2013,"31. Parks, recreation, leisure and fitness studies",2,n/a, n/a 
Master's degree,2005,40. Physical sciences,2,"$79,600", 50 
Master's degree,2006,40. Physical sciences,2,"$79,100", 40 
Master's degree,2007,40. Physical sciences,2,"$77,900", 40 
Master's degree,2008,40. Physical sciences,2,"$74,000", 50 
Master's degree,2009,40. Physical sciences,2,"$69,500", 30 
Master's degree,2010,40. Physical sciences,2,"$58,900", 40 
Master's degree,2011,40. Physical sciences,2,"$80,300", 30 
Master's degree,2012,40. Physical sciences,2,"$95,200", 60 
Master's degree,2013,40. Physical sciences,2,"$75,600", 50 
Master's degree,2005,42. Psychology,2,"$72,900", 50 
Master's degree,2006,42. Psychology,2,"$69,100", 70 
Master's degree,2007,42. Psychology,2,"$67,300", 70 
Master's degree,2008,42. Psychology,2,"$69,000", 80 
Master's degree,2009,42. Psychology,2,"$61,700", 80 
Master's degree,2010,42. Psychology,2,"$68,600", 100 
Master's degree,2011,42. Psychology,2,"$65,500", 90 
Master's degree,2012,42. Psychology,2,"$75,500", 100 
Master's degree,2013,42. Psychology,2,"$69,300", 100 
Master's degree,2005,44. Public administration and social service professions,2,"$73,000", 30 
Master's degree,2006,44. Public administration and social service professions,2,"$71,100", 40 
Master's degree,2007,44. Public administration and social service professions,2,"$75,900", 40 
Master's degree,2008,44. Public administration and social service professions,2,"$66,000", 40 
Master's degree,2009,44. Public administration and social service professions,2,"$76,900", 40 
Master's degree,2010,44. Public administration and social service professions,2,"$66,800", 100 
Master's degree,2011,44. Public administration and social service professions,2,"$79,700", 80 
Master's degree,2012,44. Public administration and social service professions,2,"$71,400", 80 
Master's degree,2013,44. Public administration and social service professions,2,"$74,600", 140 
Master's degree,2005,45. Social sciences,2,"$65,000", 50 
Master's degree,2006,45. Social sciences,2,"$65,300", 60 
Master's degree,2007,45. Social sciences,2,"$70,700", 60 
Master's degree,2008,45. Social sciences,2,"$67,200", 60 
Master's degree,2009,45. Social sciences,2,"$67,400", 50 
Master's degree,2010,45. Social sciences,2,"$58,500", 30 
Master's degree,2011,45. Social sciences,2,"$57,600", 60 
Master's degree,2012,45. Social sciences,2,"$68,600", 70 
Master's degree,2013,45. Social sciences,2,"$63,500", 40 
Master's degree,2005,50. Visual and performing arts,2,"$34,000", 20 
Master's degree,2006,50. Visual and performing arts,2,n/a, n/a 
Master's degree,2007,50. Visual and performing arts,2,n/a, n/a 
Master's degree,2008,50. Visual and performing arts,2,n/a, n/a 
Master's degree,2009,50. Visual and performing arts,2,n/a, n/a 
Master's degree,2010,50. Visual and performing arts,2,n/a, n/a 
Master's degree,2011,50. Visual and performing arts,2,n/a, n/a 
Master's degree,2012,50. Visual and performing arts,2,"$33,800", 30 
Master's degree,2013,50. Visual and performing arts,2,n/a, n/a 
Master's degree,2005,51. Health professions and related programs,2,"$86,500", 150 
Master's degree,2006,51. Health professions and related programs,2,"$78,700", 220 
Master's degree,2007,51. Health professions and related programs,2,"$85,500", 270 
Master's degree,2008,51. Health professions and related programs,2,"$84,100", 290 
Master's degree,2009,51. Health professions and related programs,2,"$84,600", 310 
Master's degree,2010,51. Health professions and related programs,2,"$82,200", 380 
Master's degree,2011,51. Health professions and related programs,2,"$81,100", 430 
Master's degree,2012,51. Health professions and related programs,2,"$80,500", 430 
Master's degree,2013,51. Health professions and related programs,2,"$83,000", 460 
Master's degree,2005,"52. Business, management, marketing and related support services",2,"$115,100", 260 
Master's degree,2006,"52. Business, management, marketing and related support services",2,"$109,900", 320 
Master's degree,2007,"52. Business, management, marketing and related support services",2,"$126,100", 260 
Master's degree,2008,"52. Business, management, marketing and related support services",2,"$110,800", 210 
Master's degree,2009,"52. Business, management, marketing and related support services",2,"$106,300", 190 
Master's degree,2010,"52. Business, management, marketing and related support services",2,"$112,100", 230 
Master's degree,2011,"52. Business, management, marketing and related support services",2,"$102,600", 280 
Master's degree,2012,"52. Business, management, marketing and related support services",2,"$112,100", 310 
Master's degree,2013,"52. Business, management, marketing and related support services",2,"$124,100", 390 
Doctoral Degree,2005,00. Total,2,"$77,600", 210 
Doctoral Degree,2006,00. Total,2,"$80,500", 260 
Doctoral Degree,2007,00. Total,2,"$77,900", 250 
Doctoral Degree,2008,00. Total,2,"$84,100", 300 
Doctoral Degree,2009,00. Total,2,"$69,600", 300 
Doctoral Degree,2010,00. Total,2,"$69,600", 350 
Doctoral Degree,2011,00. Total,2,"$64,000", 350 
Doctoral Degree,2012,00. Total,2,"$67,700", 340 
Doctoral Degree,2013,00. Total,2,"$68,700", 370 
Doctoral Degree,2005,13. Education,2,"$97,700", 20 
Doctoral Degree,2006,13. Education,2,"$90,800", 30 
Doctoral Degree,2007,13. Education,2,"$97,600", 20 
Doctoral Degree,2008,13. Education,2,"$104,400", 40 
Doctoral Degree,2009,13. Education,2,"$86,800", 30 
Doctoral Degree,2010,13. Education,2,"$83,300", 30 
Doctoral Degree,2011,13. Education,2,"$103,600", 20 
Doctoral Degree,2012,13. Education,2,"$79,300", 30 
Doctoral Degree,2013,13. Education,2,"$90,800", 30 
Doctoral Degree,2005,14. Engineering,2,"$92,900", 40 
Doctoral Degree,2006,14. Engineering,2,"$97,500", 40 
Doctoral Degree,2007,14. Engineering,2,"$93,500", 40 
Doctoral Degree,2008,14. Engineering,2,"$96,400", 80 
Doctoral Degree,2009,14. Engineering,2,"$82,700", 60 
Doctoral Degree,2010,14. Engineering,2,"$96,600", 80 
Doctoral Degree,2011,14. Engineering,2,"$82,400", 80 
