Credential,Graduating Cohort,Field of Study (CIP code),Years After Graduation,Median Income, Cohort Size 
Bachelor's degree + certificate/diploma,2011,42. Psychology,1,"$48,500", 20 
Bachelor's degree + certificate/diploma,2012,42. Psychology,1,"$47,700", 30 
Bachelor's degree + certificate/diploma,2013,42. Psychology,1,"$45,400", 30 
Bachelor's degree + certificate/diploma,2014,42. Psychology,1,n/a,n/a
Bachelor's degree + certificate/diploma,2005,43. Security and protective services,1,n/a,n/a
Bachelor's degree + certificate/diploma,2006,43. Security and protective services,1,n/a,n/a
Bachelor's degree + certificate/diploma,2007,43. Security and protective services,1,n/a,n/a
Bachelor's degree + certificate/diploma,2008,43. Security and protective services,1,"$33,100", 30 
Bachelor's degree + certificate/diploma,2009,43. Security and protective services,1,"$58,100", 40 
Bachelor's degree + certificate/diploma,2010,43. Security and protective services,1,"$58,800", 50 
Bachelor's degree + certificate/diploma,2011,43. Security and protective services,1,"$54,600", 30 
Bachelor's degree + certificate/diploma,2012,43. Security and protective services,1,"$41,400", 40 
Bachelor's degree + certificate/diploma,2013,43. Security and protective services,1,"$49,700", 40 
Bachelor's degree + certificate/diploma,2014,43. Security and protective services,1,"$58,900", 40 
Bachelor's degree + certificate/diploma,2005,44. Public administration and social service professions,1,n/a,n/a
Bachelor's degree + certificate/diploma,2006,44. Public administration and social service professions,1,n/a,n/a
Bachelor's degree + certificate/diploma,2007,44. Public administration and social service professions,1,n/a,n/a
Bachelor's degree + certificate/diploma,2008,44. Public administration and social service professions,1,"$45,300", 40 
Bachelor's degree + certificate/diploma,2009,44. Public administration and social service professions,1,"$53,300", 60 
Bachelor's degree + certificate/diploma,2010,44. Public administration and social service professions,1,"$50,000", 60 
Bachelor's degree + certificate/diploma,2011,44. Public administration and social service professions,1,"$52,100", 70 
Bachelor's degree + certificate/diploma,2012,44. Public administration and social service professions,1,"$50,000", 90 
Bachelor's degree + certificate/diploma,2013,44. Public administration and social service professions,1,"$53,100", 110 
Bachelor's degree + certificate/diploma,2014,44. Public administration and social service professions,1,"$56,100", 80 
Bachelor's degree + certificate/diploma,2005,45. Social sciences,1,n/a,n/a
Bachelor's degree + certificate/diploma,2006,45. Social sciences,1,n/a,n/a
Bachelor's degree + certificate/diploma,2007,45. Social sciences,1,n/a,n/a
Bachelor's degree + certificate/diploma,2008,45. Social sciences,1,n/a,n/a
Bachelor's degree + certificate/diploma,2009,45. Social sciences,1,"$39,400", 30 
Bachelor's degree + certificate/diploma,2010,45. Social sciences,1,"$46,000", 40 
Bachelor's degree + certificate/diploma,2011,45. Social sciences,1,"$49,700", 30 
Bachelor's degree + certificate/diploma,2012,45. Social sciences,1,"$47,000", 30 
Bachelor's degree + certificate/diploma,2013,45. Social sciences,1,"$55,900", 20 
Bachelor's degree + certificate/diploma,2014,45. Social sciences,1,"$39,200", 40 
Bachelor's degree + certificate/diploma,2005,50. Visual and performing arts,1,n/a,n/a
Bachelor's degree + certificate/diploma,2006,50. Visual and performing arts,1,n/a,n/a
Bachelor's degree + certificate/diploma,2007,50. Visual and performing arts,1,n/a,n/a
Bachelor's degree + certificate/diploma,2008,50. Visual and performing arts,1,n/a,n/a
Bachelor's degree + certificate/diploma,2009,50. Visual and performing arts,1,"$21,300", 20 
Bachelor's degree + certificate/diploma,2010,50. Visual and performing arts,1,"$32,000", 20 
Bachelor's degree + certificate/diploma,2011,50. Visual and performing arts,1,"$35,200", 30 
Bachelor's degree + certificate/diploma,2012,50. Visual and performing arts,1,"$31,800", 40 
Bachelor's degree + certificate/diploma,2013,50. Visual and performing arts,1,"$23,300", 30 
Bachelor's degree + certificate/diploma,2014,50. Visual and performing arts,1,"$31,100", 40 
Bachelor's degree + certificate/diploma,2005,51. Health professions and related programs,1,n/a,n/a
Bachelor's degree + certificate/diploma,2006,51. Health professions and related programs,1,"$71,700", 40 
Bachelor's degree + certificate/diploma,2007,51. Health professions and related programs,1,"$70,500", 70 
Bachelor's degree + certificate/diploma,2008,51. Health professions and related programs,1,"$71,800", 80 
Bachelor's degree + certificate/diploma,2009,51. Health professions and related programs,1,"$77,300", 140 
Bachelor's degree + certificate/diploma,2010,51. Health professions and related programs,1,"$66,800", 190 
Bachelor's degree + certificate/diploma,2011,51. Health professions and related programs,1,"$71,300", 210 
Bachelor's degree + certificate/diploma,2012,51. Health professions and related programs,1,"$71,700", 240 
Bachelor's degree + certificate/diploma,2013,51. Health professions and related programs,1,"$71,100", 280 
Bachelor's degree + certificate/diploma,2014,51. Health professions and related programs,1,"$71,100", 250 
Bachelor's degree + certificate/diploma,2005,"52. Business, management, marketing and related support services",1,"$104,800", 90 
Bachelor's degree + certificate/diploma,2006,"52. Business, management, marketing and related support services",1,"$102,100", 80 
Bachelor's degree + certificate/diploma,2007,"52. Business, management, marketing and related support services",1,"$54,300", 160 
Bachelor's degree + certificate/diploma,2008,"52. Business, management, marketing and related support services",1,"$53,000", 270 
Bachelor's degree + certificate/diploma,2009,"52. Business, management, marketing and related support services",1,"$51,700", 390 
Bachelor's degree + certificate/diploma,2010,"52. Business, management, marketing and related support services",1,"$52,900", 470 
Bachelor's degree + certificate/diploma,2011,"52. Business, management, marketing and related support services",1,"$53,600", 560 
Bachelor's degree + certificate/diploma,2012,"52. Business, management, marketing and related support services",1,"$52,600", 620 
Bachelor's degree + certificate/diploma,2013,"52. Business, management, marketing and related support services",1,"$54,100", 600 
Bachelor's degree + certificate/diploma,2014,"52. Business, management, marketing and related support services",1,"$49,200", 610 
Professional bachelor's degree,2005,00. Total,1,"$65,100", 290 
Professional bachelor's degree,2006,00. Total,1,"$60,800", 320 
Professional bachelor's degree,2007,00. Total,1,"$65,700", 330 
Professional bachelor's degree,2008,00. Total,1,"$65,600", 340 
Professional bachelor's degree,2009,00. Total,1,"$63,900", 360 
Professional bachelor's degree,2010,00. Total,1,"$64,700", 360 
Professional bachelor's degree,2011,00. Total,1,"$64,800", 380 
Professional bachelor's degree,2012,00. Total,1,"$67,000", 400 
Professional bachelor's degree,2013,00. Total,1,"$67,300", 360 
Professional bachelor's degree,2014,00. Total,1,"$66,400", 370 
Professional bachelor's degree,2005,22. Legal professions and studies,1,"$54,900", 170 
Professional bachelor's degree,2006,22. Legal professions and studies,1,"$55,000", 180 
Professional bachelor's degree,2007,22. Legal professions and studies,1,"$59,400", 170 
Professional bachelor's degree,2008,22. Legal professions and studies,1,"$59,500", 200 
Professional bachelor's degree,2009,22. Legal professions and studies,1,"$60,100", 210 
Professional bachelor's degree,2010,22. Legal professions and studies,1,"$60,000", 200 
Professional bachelor's degree,2011,22. Legal professions and studies,1,"$60,000", 200 
Professional bachelor's degree,2012,22. Legal professions and studies,1,"$61,200", 220 
Professional bachelor's degree,2013,22. Legal professions and studies,1,"$62,300", 210 
Professional bachelor's degree,2014,22. Legal professions and studies,1,"$59,300", 210 
Professional bachelor's degree,2005,51. Health professions and related programs,1,"$98,700", 120 
Professional bachelor's degree,2006,51. Health professions and related programs,1,"$95,900", 130 
Professional bachelor's degree,2007,51. Health professions and related programs,1,"$93,000", 160 
Professional bachelor's degree,2008,51. Health professions and related programs,1,"$99,000", 150 
Professional bachelor's degree,2009,51. Health professions and related programs,1,"$92,600", 160 
Professional bachelor's degree,2010,51. Health professions and related programs,1,"$97,200", 160 
Professional bachelor's degree,2011,51. Health professions and related programs,1,"$84,500", 170 
Professional bachelor's degree,2012,51. Health professions and related programs,1,"$91,700", 180 
Professional bachelor's degree,2013,51. Health professions and related programs,1,"$89,500", 150 
Professional bachelor's degree,2014,51. Health professions and related programs,1,"$90,400", 160 
Master's degree,2005,00. Total,1,"$78,700"," 1,290 "
Master's degree,2006,00. Total,1,"$79,600"," 1,520 "
Master's degree,2007,00. Total,1,"$80,700"," 1,520 "
Master's degree,2008,00. Total,1,"$79,900"," 1,600 "
Master's degree,2009,00. Total,1,"$76,600"," 1,390 "
Master's degree,2010,00. Total,1,"$78,100"," 1,620 "
Master's degree,2011,00. Total,1,"$80,000"," 1,820 "
Master's degree,2012,00. Total,1,"$80,400"," 1,970 "
Master's degree,2013,00. Total,1,"$80,500"," 2,010 "
Master's degree,2014,00. Total,1,"$78,100"," 2,100 "
Master's degree,2005,"01. Agriculture, agriculture operations and related sciences",1,n/a,n/a
Master's degree,2006,"01. Agriculture, agriculture operations and related sciences",1,n/a,n/a
Master's degree,2007,"01. Agriculture, agriculture operations and related sciences",1,n/a,n/a
Master's degree,2008,"01. Agriculture, agriculture operations and related sciences",1,n/a,n/a
Master's degree,2009,"01. Agriculture, agriculture operations and related sciences",1,"$62,300", 20 
Master's degree,2010,"01. Agriculture, agriculture operations and related sciences",1,"$63,300", 20 
Master's degree,2011,"01. Agriculture, agriculture operations and related sciences",1,"$62,400", 20 
Master's degree,2012,"01. Agriculture, agriculture operations and related sciences",1,"$60,800", 20 
Master's degree,2013,"01. Agriculture, agriculture operations and related sciences",1,n/a,n/a
Master's degree,2014,"01. Agriculture, agriculture operations and related sciences",1,n/a,n/a
Master's degree,2005,03. Natural resources and conservation,1,n/a,n/a
Master's degree,2006,03. Natural resources and conservation,1,"$64,700", 20 
Master's degree,2007,03. Natural resources and conservation,1,n/a,n/a
Master's degree,2008,03. Natural resources and conservation,1,n/a,n/a
Master's degree,2009,03. Natural resources and conservation,1,n/a,n/a
Master's degree,2010,03. Natural resources and conservation,1,n/a,n/a
Master's degree,2011,03. Natural resources and conservation,1,n/a,n/a
Master's degree,2012,03. Natural resources and conservation,1,"$76,100", 30 
Master's degree,2013,03. Natural resources and conservation,1,"$75,300", 20 
Master's degree,2014,03. Natural resources and conservation,1,"$64,900", 30 
Master's degree,2005,04. Architecture and related services,1,"$58,100", 20 
Master's degree,2006,04. Architecture and related services,1,"$57,100", 20 
Master's degree,2007,04. Architecture and related services,1,"$62,400", 20 
Master's degree,2008,04. Architecture and related services,1,"$61,800", 30 
Master's degree,2009,04. Architecture and related services,1,"$56,100", 30 
Master's degree,2010,04. Architecture and related services,1,"$52,700", 20 
Master's degree,2011,04. Architecture and related services,1,"$56,700", 50 
Master's degree,2012,04. Architecture and related services,1,"$51,400", 40 
Master's degree,2013,04. Architecture and related services,1,"$56,100", 60 
Master's degree,2014,04. Architecture and related services,1,"$58,000", 60 
Master's degree,2005,11. Computer and information sciences and support services,1,"$96,100", 50 
Master's degree,2006,11. Computer and information sciences and support services,1,"$90,700", 90 
Master's degree,2007,11. Computer and information sciences and support services,1,"$87,900", 70 
Master's degree,2008,11. Computer and information sciences and support services,1,"$82,800", 60 
Master's degree,2009,11. Computer and information sciences and support services,1,"$93,600", 50 
Master's degree,2010,11. Computer and information sciences and support services,1,"$80,700", 50 
Master's degree,2011,11. Computer and information sciences and support services,1,"$82,900", 40 
Master's degree,2012,11. Computer and information sciences and support services,1,"$84,000", 40 
Master's degree,2013,11. Computer and information sciences and support services,1,"$75,900", 50 
Master's degree,2014,11. Computer and information sciences and support services,1,"$88,400", 30 
Master's degree,2005,13. Education,1,"$90,300", 230 
Master's degree,2006,13. Education,1,"$92,900", 250 
Master's degree,2007,13. Education,1,"$94,200", 240 
Master's degree,2008,13. Education,1,"$93,300", 360 
Master's degree,2009,13. Education,1,"$96,000", 240 
Master's degree,2010,13. Education,1,"$95,100", 220 
Master's degree,2011,13. Education,1,"$98,100", 290 
Master's degree,2012,13. Education,1,"$96,000", 360 
Master's degree,2013,13. Education,1,"$96,800", 280 
Master's degree,2014,13. Education,1,"$94,600", 370 
Master's degree,2005,14. Engineering,1,"$77,100", 200 
Master's degree,2006,14. Engineering,1,"$78,900", 190 
Master's degree,2007,14. Engineering,1,"$84,300", 200 
Master's degree,2008,14. Engineering,1,"$75,200", 190 
Master's degree,2009,14. Engineering,1,"$76,500", 190 
Master's degree,2010,14. Engineering,1,"$80,800", 210 
Master's degree,2011,14. Engineering,1,"$89,900", 190 
Master's degree,2012,14. Engineering,1,"$86,600", 210 
Master's degree,2013,14. Engineering,1,"$85,800", 180 
Master's degree,2014,14. Engineering,1,"$77,500", 180 
Master's degree,2005,25. Library science,1,"$47,600", 20 
Master's degree,2006,25. Library science,1,n/a,n/a
Master's degree,2007,25. Library science,1,"$56,000", 30 
Master's degree,2008,25. Library science,1,"$53,000", 40 
Master's degree,2009,25. Library science,1,"$58,600", 30 
Master's degree,2010,25. Library science,1,"$52,100", 30 
Master's degree,2011,25. Library science,1,"$53,600", 30 
Master's degree,2012,25. Library science,1,"$59,500", 20 
Master's degree,2013,25. Library science,1,"$54,700", 40 
Master's degree,2014,25. Library science,1,"$49,800", 30 
Master's degree,2005,26. Biological and biomedical sciences,1,"$52,700", 30 
Master's degree,2006,26. Biological and biomedical sciences,1,"$53,000", 50 
Master's degree,2007,26. Biological and biomedical sciences,1,"$52,700", 50 
Master's degree,2008,26. Biological and biomedical sciences,1,"$54,400", 40 
Master's degree,2009,26. Biological and biomedical sciences,1,"$52,400", 40 
Master's degree,2010,26. Biological and biomedical sciences,1,"$55,000", 40 
Master's degree,2011,26. Biological and biomedical sciences,1,"$54,100", 50 
Master's degree,2012,26. Biological and biomedical sciences,1,"$47,800", 40 
Master's degree,2013,26. Biological and biomedical sciences,1,"$57,300", 50 
Master's degree,2014,26. Biological and biomedical sciences,1,"$51,600", 40 
Master's degree,2005,30. Multidisciplinary/interdisciplinary studies,1,n/a,n/a
Master's degree,2006,30. Multidisciplinary/interdisciplinary studies,1,n/a,n/a
Master's degree,2007,30. Multidisciplinary/interdisciplinary studies,1,n/a,n/a
Master's degree,2008,30. Multidisciplinary/interdisciplinary studies,1,n/a,n/a
Master's degree,2009,30. Multidisciplinary/interdisciplinary studies,1,n/a,n/a
Master's degree,2010,30. Multidisciplinary/interdisciplinary studies,1,n/a,n/a
Master's degree,2011,30. Multidisciplinary/interdisciplinary studies,1,n/a,n/a
Master's degree,2012,30. Multidisciplinary/interdisciplinary studies,1,n/a,n/a
Master's degree,2013,30. Multidisciplinary/interdisciplinary studies,1,n/a,n/a
Master's degree,2014,30. Multidisciplinary/interdisciplinary studies,1,"$70,600", 80 
Master's degree,2005,"31. Parks, recreation, leisure and fitness studies",1,n/a,n/a
Master's degree,2006,"31. Parks, recreation, leisure and fitness studies",1,n/a,n/a
Master's degree,2007,"31. Parks, recreation, leisure and fitness studies",1,n/a,n/a
Master's degree,2008,"31. Parks, recreation, leisure and fitness studies",1,n/a,n/a
Master's degree,2009,"31. Parks, recreation, leisure and fitness studies",1,"$45,200", 20 
Master's degree,2010,"31. Parks, recreation, leisure and fitness studies",1,n/a,n/a
Master's degree,2011,"31. Parks, recreation, leisure and fitness studies",1,"$57,200", 20 
Master's degree,2012,"31. Parks, recreation, leisure and fitness studies",1,n/a,n/a
Master's degree,2013,"31. Parks, recreation, leisure and fitness studies",1,n/a,n/a
Master's degree,2014,"31. Parks, recreation, leisure and fitness studies",1,n/a,n/a
Master's degree,2005,40. Physical sciences,1,"$70,700", 40 
Master's degree,2006,40. Physical sciences,1,"$69,100", 40 
Master's degree,2007,40. Physical sciences,1,"$78,800", 40 
Master's degree,2008,40. Physical sciences,1,"$68,400", 50 
Master's degree,2009,40. Physical sciences,1,"$67,200", 20 
Master's degree,2010,40. Physical sciences,1,"$59,300", 30 
Master's degree,2011,40. Physical sciences,1,"$73,700", 40 
Master's degree,2012,40. Physical sciences,1,"$92,100", 60 
Master's degree,2013,40. Physical sciences,1,"$83,200", 50 
Master's degree,2014,40. Physical sciences,1,"$62,000", 50 
Master's degree,2005,42. Psychology,1,"$65,600", 50 
Master's degree,2006,42. Psychology,1,"$65,400", 70 
Master's degree,2007,42. Psychology,1,"$66,100", 70 
Master's degree,2008,42. Psychology,1,"$64,900", 70 
Master's degree,2009,42. Psychology,1,"$62,700", 80 
Master's degree,2010,42. Psychology,1,"$63,700", 110 
Master's degree,2011,42. Psychology,1,"$63,600", 110 
Master's degree,2012,42. Psychology,1,"$70,100", 120 
Master's degree,2013,42. Psychology,1,"$66,100", 100 
Master's degree,2014,42. Psychology,1,"$65,200", 120 
Master's degree,2005,44. Public administration and social service professions,1,"$69,200", 40 
Master's degree,2006,44. Public administration and social service professions,1,"$70,900", 40 
Master's degree,2007,44. Public administration and social service professions,1,"$72,300", 40 
Master's degree,2008,44. Public administration and social service professions,1,"$67,000", 40 
Master's degree,2009,44. Public administration and social service professions,1,"$77,400", 40 
Master's degree,2010,44. Public administration and social service professions,1,"$63,200", 110 
Master's degree,2011,44. Public administration and social service professions,1,"$73,700", 90 
Master's degree,2012,44. Public administration and social service professions,1,"$72,300", 90 
Master's degree,2013,44. Public administration and social service professions,1,"$71,800", 140 
Master's degree,2014,44. Public administration and social service professions,1,"$67,300", 140 
Master's degree,2005,45. Social sciences,1,"$53,000", 50 
Master's degree,2006,45. Social sciences,1,"$58,800", 60 
Master's degree,2007,45. Social sciences,1,"$63,600", 80 
Master's degree,2008,45. Social sciences,1,"$66,000", 60 
Master's degree,2009,45. Social sciences,1,"$61,700", 60 
Master's degree,2010,45. Social sciences,1,"$51,600", 30 
Master's degree,2011,45. Social sciences,1,"$58,000", 40 
Master's degree,2012,45. Social sciences,1,"$65,000", 60 
Master's degree,2013,45. Social sciences,1,"$62,100", 40 
Master's degree,2014,45. Social sciences,1,"$64,100", 40 
Master's degree,2005,50. Visual and performing arts,1,n/a,n/a
Master's degree,2006,50. Visual and performing arts,1,n/a,n/a
Master's degree,2007,50. Visual and performing arts,1,n/a,n/a
Master's degree,2008,50. Visual and performing arts,1,n/a,n/a
Master's degree,2009,50. Visual and performing arts,1,n/a,n/a
Master's degree,2010,50. Visual and performing arts,1,n/a,n/a
Master's degree,2011,50. Visual and performing arts,1,n/a,n/a
Master's degree,2012,50. Visual and performing arts,1,"$34,900", 20 
Master's degree,2013,50. Visual and performing arts,1,n/a,n/a
Master's degree,2014,50. Visual and performing arts,1,n/a,n/a
Master's degree,2005,51. Health professions and related programs,1,"$79,700", 160 
Master's degree,2006,51. Health professions and related programs,1,"$75,700", 230 
Master's degree,2007,51. Health professions and related programs,1,"$79,400", 280 
Master's degree,2008,51. Health professions and related programs,1,"$83,200", 320 
Master's degree,2009,51. Health professions and related programs,1,"$82,600", 310 
Master's degree,2010,51. Health professions and related programs,1,"$79,200", 390 
Master's degree,2011,51. Health professions and related programs,1,"$80,000", 450 
Master's degree,2012,51. Health professions and related programs,1,"$79,900", 450 
Master's degree,2013,51. Health professions and related programs,1,"$78,800", 480 
Master's degree,2014,51. Health professions and related programs,1,"$78,500", 460 
Master's degree,2005,"52. Business, management, marketing and related support services",1,"$106,900", 260 
Master's degree,2006,"52. Business, management, marketing and related support services",1,"$107,800", 330 
Master's degree,2007,"52. Business, management, marketing and related support services",1,"$120,100", 280 
Master's degree,2008,"52. Business, management, marketing and related support services",1,"$109,900", 220 
Master's degree,2009,"52. Business, management, marketing and related support services",1,"$103,500", 170 
Master's degree,2010,"52. Business, management, marketing and related support services",1,"$106,300", 230 
Master's degree,2011,"52. Business, management, marketing and related support services",1,"$104,700", 280 
Master's degree,2012,"52. Business, management, marketing and related support services",1,"$109,300", 310 
Master's degree,2013,"52. Business, management, marketing and related support services",1,"$125,900", 410 
Master's degree,2014,"52. Business, management, marketing and related support services",1,"$113,900", 360 
Doctoral Degree,2005,00. Total,1,"$70,600", 210 
Doctoral Degree,2006,00. Total,1,"$65,000", 260 
Doctoral Degree,2007,00. Total,1,"$62,200", 260 
Doctoral Degree,2008,00. Total,1,"$75,400", 300 
Doctoral Degree,2009,00. Total,1,"$57,800", 310 
Doctoral Degree,2010,00. Total,1,"$56,300", 350 
Doctoral Degree,2011,00. Total,1,"$56,800", 340 
Doctoral Degree,2012,00. Total,1,"$60,600", 340 
Doctoral Degree,2013,00. Total,1,"$58,200", 370 
Doctoral Degree,2014,00. Total,1,"$52,700", 380 
Doctoral Degree,2005,13. Education,1,"$94,800", 30 
Doctoral Degree,2006,13. Education,1,"$86,500", 30 
Doctoral Degree,2007,13. Education,1,"$88,100", 20 
Doctoral Degree,2008,13. Education,1,"$94,400", 40 
Doctoral Degree,2009,13. Education,1,"$72,700", 30 
Doctoral Degree,2010,13. Education,1,"$94,300", 30 
Doctoral Degree,2011,13. Education,1,"$100,500", 30 
Doctoral Degree,2012,13. Education,1,"$75,900", 20 
Doctoral Degree,2013,13. Education,1,"$69,600", 30 
Doctoral Degree,2014,13. Education,1,"$91,500", 40 
Doctoral Degree,2005,14. Engineering,1,"$80,100", 40 
Doctoral Degree,2006,14. Engineering,1,"$84,500", 40 
Doctoral Degree,2007,14. Engineering,1,"$93,300", 50 
Doctoral Degree,2008,14. Engineering,1,"$88,000", 50 
Doctoral Degree,2009,14. Engineering,1,"$75,600", 50 
Doctoral Degree,2010,14. Engineering,1,"$88,100", 70 
Doctoral Degree,2011,14. Engineering,1,"$68,400", 70 
Doctoral Degree,2012,14. Engineering,1,"$82,900", 70 
Doctoral Degree,2013,14. Engineering,1,"$73,600", 100 
Doctoral Degree,2014,14. Engineering,1,"$74,500", 90 
Doctoral Degree,2005,26. Biological and biomedical sciences,1,$300, 30 
Doctoral Degree,2006,26. Biological and biomedical sciences,1,"$5,800", 30 
Doctoral Degree,2007,26. Biological and biomedical sciences,1,$0, 30 
Doctoral Degree,2008,26. Biological and biomedical sciences,1,"$43,800", 20 
Doctoral Degree,2009,26. Biological and biomedical sciences,1,"$13,800", 40 
Doctoral Degree,2010,26. Biological and biomedical sciences,1,$0, 50 
Doctoral Degree,2011,26. Biological and biomedical sciences,1,"$41,200", 40 
Doctoral Degree,2012,26. Biological and biomedical sciences,1,"$20,700", 50 
Doctoral Degree,2013,26. Biological and biomedical sciences,1,"$44,300", 40 
Doctoral Degree,2014,26. Biological and biomedical sciences,1,"$1,600", 50 
Doctoral Degree,2005,40. Physical sciences,1,"$75,400", 20 
Doctoral Degree,2006,40. Physical sciences,1,"$62,000", 30 
Doctoral Degree,2007,40. Physical sciences,1,"$33,600", 30 
Doctoral Degree,2008,40. Physical sciences,1,"$35,400", 30 
Doctoral Degree,2009,40. Physical sciences,1,"$59,900", 40 
Doctoral Degree,2010,40. Physical sciences,1,"$24,900", 50 
Doctoral Degree,2011,40. Physical sciences,1,"$42,700", 30 
Doctoral Degree,2012,40. Physical sciences,1,"$43,200", 40 
Doctoral Degree,2013,40. Physical sciences,1,"$39,500", 50 
Doctoral Degree,2014,40. Physical sciences,1,"$23,900", 40 
Doctoral Degree,2005,42. Psychology,1,"$78,200", 30 
Doctoral Degree,2006,42. Psychology,1,n/a,n/a
Doctoral Degree,2007,42. Psychology,1,n/a,n/a
Doctoral Degree,2008,42. Psychology,1,"$54,300", 30 
Doctoral Degree,2009,42. Psychology,1,"$65,800", 20 
Doctoral Degree,2010,42. Psychology,1,n/a,n/a
Doctoral Degree,2011,42. Psychology,1,n/a,n/a
Doctoral Degree,2012,42. Psychology,1,n/a,n/a
Doctoral Degree,2013,42. Psychology,1,"$59,000", 30 
Doctoral Degree,2014,42. Psychology,1,n/a,n/a
Doctoral Degree,2005,45. Social sciences,1,n/a,n/a
Doctoral Degree,2006,45. Social sciences,1,n/a,n/a
Doctoral Degree,2007,45. Social sciences,1,n/a,n/a
Doctoral Degree,2008,45. Social sciences,1,n/a,n/a
Doctoral Degree,2009,45. Social sciences,1,n/a,n/a
Doctoral Degree,2010,45. Social sciences,1,n/a,n/a
Doctoral Degree,2011,45. Social sciences,1,n/a,n/a
Doctoral Degree,2012,45. Social sciences,1,"$73,500", 30 
Doctoral Degree,2013,45. Social sciences,1,n/a,n/a
Doctoral Degree,2014,45. Social sciences,1,"$53,800", 20 
Doctoral Degree,2005,51. Health professions and related programs,1,n/a,n/a
Doctoral Degree,2006,51. Health professions and related programs,1,"$65,500", 40 
Doctoral Degree,2007,51. Health professions and related programs,1,"$66,700", 40 
Doctoral Degree,2008,51. Health professions and related programs,1,"$88,400", 40 
Doctoral Degree,2009,51. Health professions and related programs,1,"$48,000", 40 
Doctoral Degree,2010,51. Health professions and related programs,1,"$72,000", 40 
Doctoral Degree,2011,51. Health professions and related programs,1,"$63,200", 50 
Doctoral Degree,2012,51. Health professions and related programs,1,"$54,100", 40 
Doctoral Degree,2013,51. Health professions and related programs,1,"$51,100", 40 
Doctoral Degree,2014,51. Health professions and related programs,1,"$39,900", 40 
Overall (All Graduates),2005,"01.00 Agriculture, general",1,"$47,900", 40 
Overall (All Graduates),2006,"01.00 Agriculture, general",1,"$52,200", 20 
Overall (All Graduates),2007,"01.00 Agriculture, general",1,"$56,400", 20 
Overall (All Graduates),2008,"01.00 Agriculture, general",1,"$58,000", 30 
Overall (All Graduates),2009,"01.00 Agriculture, general",1,"$57,600", 20 
Overall (All Graduates),2010,"01.00 Agriculture, general",1,"$43,600", 40 
Overall (All Graduates),2011,"01.00 Agriculture, general",1,"$45,000", 30 
Overall (All Graduates),2012,"01.00 Agriculture, general",1,"$57,500", 40 
Overall (All Graduates),2013,"01.00 Agriculture, general",1,"$55,300", 40 
Overall (All Graduates),2014,"01.00 Agriculture, general",1,"$56,800", 40 
Overall (All Graduates),2005,01.01 Agricultural business and management,1,"$47,200", 30 
Overall (All Graduates),2006,01.01 Agricultural business and management,1,"$47,500", 40 
Overall (All Graduates),2007,01.01 Agricultural business and management,1,"$41,200", 30 
Overall (All Graduates),2008,01.01 Agricultural business and management,1,"$47,100", 50 
Overall (All Graduates),2009,01.01 Agricultural business and management,1,"$44,800", 30 
Overall (All Graduates),2010,01.01 Agricultural business and management,1,"$45,500", 40 
Overall (All Graduates),2011,01.01 Agricultural business and management,1,"$42,000", 50 
Overall (All Graduates),2012,01.01 Agricultural business and management,1,"$45,400", 40 
Overall (All Graduates),2013,01.01 Agricultural business and management,1,"$40,500", 40 
Overall (All Graduates),2014,01.01 Agricultural business and management,1,"$48,400", 50 
Overall (All Graduates),2005,01.02 Agricultural mechanization,1,n/a,n/a
Overall (All Graduates),2006,01.02 Agricultural mechanization,1,n/a,n/a
Overall (All Graduates),2007,01.02 Agricultural mechanization,1,n/a,n/a
Overall (All Graduates),2008,01.02 Agricultural mechanization,1,n/a,n/a
Overall (All Graduates),2009,01.02 Agricultural mechanization,1,n/a,n/a
Overall (All Graduates),2010,01.02 Agricultural mechanization,1,n/a,n/a
Overall (All Graduates),2011,01.02 Agricultural mechanization,1,n/a,n/a
Overall (All Graduates),2012,01.02 Agricultural mechanization,1,n/a,n/a
Overall (All Graduates),2013,01.02 Agricultural mechanization,1,"$54,900", 30 
Overall (All Graduates),2014,01.02 Agricultural mechanization,1,"$50,800", 30 
Overall (All Graduates),2005,01.03 Agricultural production operations,1,"$33,100", 30 
Overall (All Graduates),2006,01.03 Agricultural production operations,1,"$39,100", 40 
Overall (All Graduates),2007,01.03 Agricultural production operations,1,"$36,700", 40 
Overall (All Graduates),2008,01.03 Agricultural production operations,1,"$32,700", 40 
Overall (All Graduates),2009,01.03 Agricultural production operations,1,"$20,400", 20 
Overall (All Graduates),2010,01.03 Agricultural production operations,1,"$36,700", 30 
Overall (All Graduates),2011,01.03 Agricultural production operations,1,"$26,900", 20 
Overall (All Graduates),2012,01.03 Agricultural production operations,1,"$36,300", 30 
Overall (All Graduates),2013,01.03 Agricultural production operations,1,"$46,600", 30 
Overall (All Graduates),2014,01.03 Agricultural production operations,1,"$36,000", 40 
Overall (All Graduates),2005,01.05 Agricultural and domestic animal services,1,n/a,n/a
Overall (All Graduates),2006,01.05 Agricultural and domestic animal services,1,n/a,n/a
Overall (All Graduates),2007,01.05 Agricultural and domestic animal services,1,"$24,400", 20 
Overall (All Graduates),2008,01.05 Agricultural and domestic animal services,1,n/a,n/a
Overall (All Graduates),2009,01.05 Agricultural and domestic animal services,1,n/a,n/a
Overall (All Graduates),2010,01.05 Agricultural and domestic animal services,1,n/a,n/a
Overall (All Graduates),2011,01.05 Agricultural and domestic animal services,1,n/a,n/a
