Credential,Graduating Cohort,Field of Study (CIP code),Years After Graduation,Median Income, Cohort Size 
Bachelor's degree,2006,"52. Business, management, marketing and related support services",5,"$74,900"," 1,070 "
Bachelor's degree,2007,"52. Business, management, marketing and related support services",5,"$76,100", 950 
Bachelor's degree,2008,"52. Business, management, marketing and related support services",5,"$77,100", 980 
Bachelor's degree,2009,"52. Business, management, marketing and related support services",5,"$76,900", 960 
Bachelor's degree,2010,"52. Business, management, marketing and related support services",5,"$75,500"," 1,040 "
Bachelor's degree,2005,54. History,5,"$51,400", 80 
Bachelor's degree,2006,54. History,5,"$47,900", 60 
Bachelor's degree,2007,54. History,5,"$50,900", 70 
Bachelor's degree,2008,54. History,5,"$50,600", 60 
Bachelor's degree,2009,54. History,5,"$47,100", 40 
Bachelor's degree,2010,54. History,5,"$56,600", 70 
Bachelor's degree + certificate/diploma,2005,00. Total,5,"$75,700", 50 
Bachelor's degree + certificate/diploma,2006,00. Total,5,"$69,000", 130 
Bachelor's degree + certificate/diploma,2007,00. Total,5,"$66,700", 320 
Bachelor's degree + certificate/diploma,2008,00. Total,5,"$66,800", 550 
Bachelor's degree + certificate/diploma,2009,00. Total,5,"$67,200", 820 
Bachelor's degree + certificate/diploma,2010,00. Total,5,"$65,000", 930 
Bachelor's degree + certificate/diploma,2005,03. Natural resources and conservation,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,03. Natural resources and conservation,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,03. Natural resources and conservation,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,03. Natural resources and conservation,5,"$84,400", 30 
Bachelor's degree + certificate/diploma,2009,03. Natural resources and conservation,5,"$82,500", 40 
Bachelor's degree + certificate/diploma,2010,03. Natural resources and conservation,5,"$71,600", 30 
Bachelor's degree + certificate/diploma,2005,"09. Communication, journalism and related programs",5,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,"09. Communication, journalism and related programs",5,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,"09. Communication, journalism and related programs",5,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,"09. Communication, journalism and related programs",5,n/a, n/a 
Bachelor's degree + certificate/diploma,2009,"09. Communication, journalism and related programs",5,"$47,600", 30 
Bachelor's degree + certificate/diploma,2010,"09. Communication, journalism and related programs",5,"$56,800", 30 
Bachelor's degree + certificate/diploma,2005,11. Computer and information sciences and support services,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,11. Computer and information sciences and support services,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,11. Computer and information sciences and support services,5,"$74,200", 20 
Bachelor's degree + certificate/diploma,2008,11. Computer and information sciences and support services,5,"$74,400", 20 
Bachelor's degree + certificate/diploma,2009,11. Computer and information sciences and support services,5,"$75,400", 30 
Bachelor's degree + certificate/diploma,2010,11. Computer and information sciences and support services,5,"$69,500", 40 
Bachelor's degree + certificate/diploma,2005,13. Education,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,13. Education,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,13. Education,5,"$77,100", 20 
Bachelor's degree + certificate/diploma,2008,13. Education,5,"$53,100", 30 
Bachelor's degree + certificate/diploma,2009,13. Education,5,"$69,600", 60 
Bachelor's degree + certificate/diploma,2010,13. Education,5,"$56,100", 80 
Bachelor's degree + certificate/diploma,2005,14. Engineering,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,14. Engineering,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,14. Engineering,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,14. Engineering,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2009,14. Engineering,5,"$113,400", 20 
Bachelor's degree + certificate/diploma,2010,14. Engineering,5,"$107,200", 20 
Bachelor's degree + certificate/diploma,2005,15. Engineering technologies and engineering-related fields,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,15. Engineering technologies and engineering-related fields,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,15. Engineering technologies and engineering-related fields,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,15. Engineering technologies and engineering-related fields,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2009,15. Engineering technologies and engineering-related fields,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2010,15. Engineering technologies and engineering-related fields,5,"$65,800", 30 
Bachelor's degree + certificate/diploma,2005,42. Psychology,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,42. Psychology,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,42. Psychology,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,42. Psychology,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2009,42. Psychology,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2010,42. Psychology,5,"$63,800", 30 
Bachelor's degree + certificate/diploma,2005,43. Security and protective services,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,43. Security and protective services,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,43. Security and protective services,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,43. Security and protective services,5,"$59,300", 20 
Bachelor's degree + certificate/diploma,2009,43. Security and protective services,5,"$74,400", 40 
Bachelor's degree + certificate/diploma,2010,43. Security and protective services,5,"$66,600", 40 
Bachelor's degree + certificate/diploma,2005,44. Public administration and social service professions,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,44. Public administration and social service professions,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,44. Public administration and social service professions,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,44. Public administration and social service professions,5,"$54,400", 30 
Bachelor's degree + certificate/diploma,2009,44. Public administration and social service professions,5,"$62,600", 50 
Bachelor's degree + certificate/diploma,2010,44. Public administration and social service professions,5,"$56,500", 50 
Bachelor's degree + certificate/diploma,2005,45. Social sciences,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,45. Social sciences,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,45. Social sciences,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,45. Social sciences,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2009,45. Social sciences,5,"$65,000", 30 
Bachelor's degree + certificate/diploma,2010,45. Social sciences,5,"$65,300", 30 
Bachelor's degree + certificate/diploma,2005,50. Visual and performing arts,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,50. Visual and performing arts,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2007,50. Visual and performing arts,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2008,50. Visual and performing arts,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2009,50. Visual and performing arts,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2010,50. Visual and performing arts,5,"$39,000", 30 
Bachelor's degree + certificate/diploma,2005,51. Health professions and related programs,5,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,51. Health professions and related programs,5,"$72,100", 30 
Bachelor's degree + certificate/diploma,2007,51. Health professions and related programs,5,"$67,200", 50 
Bachelor's degree + certificate/diploma,2008,51. Health professions and related programs,5,"$70,000", 60 
Bachelor's degree + certificate/diploma,2009,51. Health professions and related programs,5,"$73,500", 130 
Bachelor's degree + certificate/diploma,2010,51. Health professions and related programs,5,"$68,500", 150 
Bachelor's degree + certificate/diploma,2005,"52. Business, management, marketing and related support services",5,n/a, n/a 
Bachelor's degree + certificate/diploma,2006,"52. Business, management, marketing and related support services",5,"$94,300", 30 
Bachelor's degree + certificate/diploma,2007,"52. Business, management, marketing and related support services",5,"$67,200", 120 
Bachelor's degree + certificate/diploma,2008,"52. Business, management, marketing and related support services",5,"$73,200", 200 
Bachelor's degree + certificate/diploma,2009,"52. Business, management, marketing and related support services",5,"$71,100", 270 
Bachelor's degree + certificate/diploma,2010,"52. Business, management, marketing and related support services",5,"$67,900", 300 
Professional bachelor's degree,2005,00. Total,5,"$106,500", 270 
Professional bachelor's degree,2006,00. Total,5,"$101,300", 260 
Professional bachelor's degree,2007,00. Total,5,"$105,500", 280 
Professional bachelor's degree,2008,00. Total,5,"$107,200", 320 
Professional bachelor's degree,2009,00. Total,5,"$107,000", 310 
Professional bachelor's degree,2010,00. Total,5,"$106,500", 340 
Professional bachelor's degree,2005,22. Legal professions and studies,5,"$108,100", 150 
Professional bachelor's degree,2006,22. Legal professions and studies,5,"$107,400", 140 
Professional bachelor's degree,2007,22. Legal professions and studies,5,"$107,400", 140 
Professional bachelor's degree,2008,22. Legal professions and studies,5,"$108,900", 170 
Professional bachelor's degree,2009,22. Legal professions and studies,5,"$115,600", 180 
Professional bachelor's degree,2010,22. Legal professions and studies,5,"$114,200", 190 
Professional bachelor's degree,2005,51. Health professions and related programs,5,"$104,300", 120 
Professional bachelor's degree,2006,51. Health professions and related programs,5,"$89,300", 120 
Professional bachelor's degree,2007,51. Health professions and related programs,5,"$104,100", 130 
Professional bachelor's degree,2008,51. Health professions and related programs,5,"$105,500", 150 
Professional bachelor's degree,2009,51. Health professions and related programs,5,"$97,800", 140 
Professional bachelor's degree,2010,51. Health professions and related programs,5,"$99,700", 150 
Master's degree,2005,00. Total,5,"$92,700"," 1,140 "
Master's degree,2006,00. Total,5,"$93,300"," 1,350 "
Master's degree,2007,00. Total,5,"$95,500"," 1,320 "
Master's degree,2008,00. Total,5,"$93,400"," 1,420 "
Master's degree,2009,00. Total,5,"$87,900"," 1,300 "
Master's degree,2010,00. Total,5,"$88,400"," 1,480 "
Master's degree,2005,"01. Agriculture, agriculture operations and related sciences",5,n/a, n/a 
Master's degree,2006,"01. Agriculture, agriculture operations and related sciences",5,n/a, n/a 
Master's degree,2007,"01. Agriculture, agriculture operations and related sciences",5,n/a, n/a 
Master's degree,2008,"01. Agriculture, agriculture operations and related sciences",5,n/a, n/a 
Master's degree,2009,"01. Agriculture, agriculture operations and related sciences",5,n/a, n/a 
Master's degree,2010,"01. Agriculture, agriculture operations and related sciences",5,"$65,900", 30 
Master's degree,2005,03. Natural resources and conservation,5,n/a, n/a 
Master's degree,2006,03. Natural resources and conservation,5,"$72,200", 30 
Master's degree,2007,03. Natural resources and conservation,5,n/a, n/a 
Master's degree,2008,03. Natural resources and conservation,5,n/a, n/a 
Master's degree,2009,03. Natural resources and conservation,5,n/a, n/a 
Master's degree,2010,03. Natural resources and conservation,5,n/a, n/a 
Master's degree,2005,04. Architecture and related services,5,"$77,800", 20 
Master's degree,2006,04. Architecture and related services,5,"$79,800", 30 
Master's degree,2007,04. Architecture and related services,5,"$70,500", 20 
Master's degree,2008,04. Architecture and related services,5,n/a, n/a 
Master's degree,2009,04. Architecture and related services,5,"$67,300", 30 
Master's degree,2010,04. Architecture and related services,5,"$63,700", 20 
Master's degree,2005,11. Computer and information sciences and support services,5,"$103,100", 50 
Master's degree,2006,11. Computer and information sciences and support services,5,"$102,600", 70 
Master's degree,2007,11. Computer and information sciences and support services,5,"$96,400", 60 
Master's degree,2008,11. Computer and information sciences and support services,5,"$93,200", 60 
Master's degree,2009,11. Computer and information sciences and support services,5,"$98,800", 60 
Master's degree,2010,11. Computer and information sciences and support services,5,"$99,900", 60 
Master's degree,2005,13. Education,5,"$95,200", 200 
Master's degree,2006,13. Education,5,"$103,100", 230 
Master's degree,2007,13. Education,5,"$104,300", 210 
Master's degree,2008,13. Education,5,"$102,300", 330 
Master's degree,2009,13. Education,5,"$98,200", 210 
Master's degree,2010,13. Education,5,"$97,700", 210 
Master's degree,2005,14. Engineering,5,"$94,800", 200 
Master's degree,2006,14. Engineering,5,"$100,600", 180 
Master's degree,2007,14. Engineering,5,"$111,100", 180 
Master's degree,2008,14. Engineering,5,"$109,400", 190 
Master's degree,2009,14. Engineering,5,"$95,700", 210 
Master's degree,2010,14. Engineering,5,"$99,600", 230 
Master's degree,2005,25. Library science,5,"$62,800", 20 
Master's degree,2006,25. Library science,5,n/a, n/a 
Master's degree,2007,25. Library science,5,"$74,400", 20 
Master's degree,2008,25. Library science,5,"$66,800", 20 
Master's degree,2009,25. Library science,5,"$71,200", 40 
Master's degree,2010,25. Library science,5,"$60,100", 20 
Master's degree,2005,26. Biological and biomedical sciences,5,"$64,900", 30 
Master's degree,2006,26. Biological and biomedical sciences,5,"$70,500", 40 
Master's degree,2007,26. Biological and biomedical sciences,5,"$71,900", 30 
Master's degree,2008,26. Biological and biomedical sciences,5,"$69,500", 30 
Master's degree,2009,26. Biological and biomedical sciences,5,"$61,700", 30 
Master's degree,2010,26. Biological and biomedical sciences,5,"$62,600", 30 
Master's degree,2005,40. Physical sciences,5,"$99,700", 30 
Master's degree,2006,40. Physical sciences,5,"$84,200", 40 
Master's degree,2007,40. Physical sciences,5,"$105,400", 40 
Master's degree,2008,40. Physical sciences,5,"$82,400", 50 
Master's degree,2009,40. Physical sciences,5,"$96,400", 30 
Master's degree,2010,40. Physical sciences,5,"$76,700", 30 
Master's degree,2005,42. Psychology,5,"$71,900", 40 
Master's degree,2006,42. Psychology,5,"$74,300", 60 
Master's degree,2007,42. Psychology,5,"$62,600", 50 
Master's degree,2008,42. Psychology,5,"$79,400", 60 
Master's degree,2009,42. Psychology,5,"$69,200", 60 
Master's degree,2010,42. Psychology,5,"$77,000", 80 
Master's degree,2005,44. Public administration and social service professions,5,"$76,300", 30 
Master's degree,2006,44. Public administration and social service professions,5,"$81,900", 30 
Master's degree,2007,44. Public administration and social service professions,5,"$86,700", 30 
Master's degree,2008,44. Public administration and social service professions,5,"$67,900", 40 
Master's degree,2009,44. Public administration and social service professions,5,"$82,500", 40 
Master's degree,2010,44. Public administration and social service professions,5,"$74,100", 90 
Master's degree,2005,45. Social sciences,5,"$77,600", 40 
Master's degree,2006,45. Social sciences,5,"$83,600", 60 
Master's degree,2007,45. Social sciences,5,"$88,700", 60 
Master's degree,2008,45. Social sciences,5,"$79,200", 50 
Master's degree,2009,45. Social sciences,5,"$76,600", 50 
Master's degree,2010,45. Social sciences,5,"$55,000", 20 
Master's degree,2005,51. Health professions and related programs,5,"$93,700", 140 
Master's degree,2006,51. Health professions and related programs,5,"$85,800", 200 
Master's degree,2007,51. Health professions and related programs,5,"$88,400", 260 
Master's degree,2008,51. Health professions and related programs,5,"$91,600", 260 
Master's degree,2009,51. Health professions and related programs,5,"$88,000", 270 
Master's degree,2010,51. Health professions and related programs,5,"$88,300", 340 
Master's degree,2005,"52. Business, management, marketing and related support services",5,"$121,000", 240 
Master's degree,2006,"52. Business, management, marketing and related support services",5,"$117,300", 290 
Master's degree,2007,"52. Business, management, marketing and related support services",5,"$133,600", 250 
Master's degree,2008,"52. Business, management, marketing and related support services",5,"$138,100", 200 
Master's degree,2009,"52. Business, management, marketing and related support services",5,"$116,200", 170 
Master's degree,2010,"52. Business, management, marketing and related support services",5,"$119,400", 210 
Doctoral Degree,2005,00. Total,5,"$89,400", 190 
Doctoral Degree,2006,00. Total,5,"$93,300", 230 
Doctoral Degree,2007,00. Total,5,"$89,400", 230 
Doctoral Degree,2008,00. Total,5,"$97,100", 260 
Doctoral Degree,2009,00. Total,5,"$87,600", 250 
Doctoral Degree,2010,00. Total,5,"$82,800", 300 
Doctoral Degree,2005,13. Education,5,"$101,000", 20 
Doctoral Degree,2006,13. Education,5,"$95,200", 20 
Doctoral Degree,2007,13. Education,5,"$108,300", 20 
Doctoral Degree,2008,13. Education,5,"$101,900", 30 
Doctoral Degree,2009,13. Education,5,"$96,900", 30 
Doctoral Degree,2010,13. Education,5,"$93,600", 30 
Doctoral Degree,2005,14. Engineering,5,"$102,400", 40 
Doctoral Degree,2006,14. Engineering,5,"$110,800", 30 
Doctoral Degree,2007,14. Engineering,5,"$109,000", 50 
Doctoral Degree,2008,14. Engineering,5,"$132,300", 60 
Doctoral Degree,2009,14. Engineering,5,"$106,900", 60 
Doctoral Degree,2010,14. Engineering,5,"$101,900", 70 
Doctoral Degree,2005,26. Biological and biomedical sciences,5,"$46,900", 20 
Doctoral Degree,2006,26. Biological and biomedical sciences,5,"$69,200", 30 
Doctoral Degree,2007,26. Biological and biomedical sciences,5,"$45,600", 30 
Doctoral Degree,2008,26. Biological and biomedical sciences,5,"$57,000", 20 
Doctoral Degree,2009,26. Biological and biomedical sciences,5,"$73,600", 30 
Doctoral Degree,2010,26. Biological and biomedical sciences,5,"$57,300", 40 
Doctoral Degree,2005,40. Physical sciences,5,n/a, n/a 
Doctoral Degree,2006,40. Physical sciences,5,"$98,600", 30 
Doctoral Degree,2007,40. Physical sciences,5,"$88,100", 20 
Doctoral Degree,2008,40. Physical sciences,5,"$76,000", 40 
Doctoral Degree,2009,40. Physical sciences,5,"$73,400", 30 
Doctoral Degree,2010,40. Physical sciences,5,"$65,900", 40 
Doctoral Degree,2005,42. Psychology,5,n/a, n/a 
Doctoral Degree,2006,42. Psychology,5,n/a, n/a 
Doctoral Degree,2007,42. Psychology,5,n/a, n/a 
Doctoral Degree,2008,42. Psychology,5,"$79,700", 30 
Doctoral Degree,2009,42. Psychology,5,n/a, n/a 
Doctoral Degree,2010,42. Psychology,5,n/a, n/a 
Doctoral Degree,2005,51. Health professions and related programs,5,n/a, n/a 
Doctoral Degree,2006,51. Health professions and related programs,5,"$101,500"," 2,011 "
Doctoral Degree,2007,51. Health professions and related programs,5,"$74,100"," 2,012 "
Doctoral Degree,2008,51. Health professions and related programs,5,"$92,100"," 2,013 "
Doctoral Degree,2009,51. Health professions and related programs,5,"$99,200"," 2,014 "
Doctoral Degree,2010,51. Health professions and related programs,5,"$86,400"," 2,015 "
Overall (All Graduates),2005,"01.00 Agriculture, general",5,"$62,300", 30 
Overall (All Graduates),2006,"01.00 Agriculture, general",5,"$45,600", 30 
Overall (All Graduates),2007,"01.00 Agriculture, general",5,"$55,300", 20 
Overall (All Graduates),2008,"01.00 Agriculture, general",5,"$72,200", 20 
Overall (All Graduates),2009,"01.00 Agriculture, general",5,"$58,800", 30 
Overall (All Graduates),2010,"01.00 Agriculture, general",5,"$70,800", 30 
Overall (All Graduates),2005,01.01 Agricultural business and management,5,"$62,900", 20 
Overall (All Graduates),2006,01.01 Agricultural business and management,5,"$41,400", 30 
Overall (All Graduates),2007,01.01 Agricultural business and management,5,"$51,400", 30 
Overall (All Graduates),2008,01.01 Agricultural business and management,5,"$58,800", 30 
Overall (All Graduates),2009,01.01 Agricultural business and management,5,"$67,300", 20 
Overall (All Graduates),2010,01.01 Agricultural business and management,5,"$64,800", 40 
Overall (All Graduates),2005,01.03 Agricultural production operations,5,"$41,300", 30 
Overall (All Graduates),2006,01.03 Agricultural production operations,5,"$52,000", 20 
Overall (All Graduates),2007,01.03 Agricultural production operations,5,"$32,700", 30 
Overall (All Graduates),2008,01.03 Agricultural production operations,5,"$26,900", 30 
Overall (All Graduates),2009,01.03 Agricultural production operations,5,"$37,900", 30 
Overall (All Graduates),2010,01.03 Agricultural production operations,5,"$48,200", 30 
Overall (All Graduates),2005,01.06 Applied horticulture/horticultural business services,5,"$44,100", 60 
Overall (All Graduates),2006,01.06 Applied horticulture/horticultural business services,5,"$43,700", 70 
Overall (All Graduates),2007,01.06 Applied horticulture/horticultural business services,5,"$46,400", 50 
Overall (All Graduates),2008,01.06 Applied horticulture/horticultural business services,5,"$48,900", 40 
Overall (All Graduates),2009,01.06 Applied horticulture/horticultural business services,5,n/a, n/a 
Overall (All Graduates),2010,01.06 Applied horticulture/horticultural business services,5,"$47,400", 30 
Overall (All Graduates),2005,03.01 Natural resources conservation and research,5,"$62,900", 80 
Overall (All Graduates),2006,03.01 Natural resources conservation and research,5,"$63,000", 100 
Overall (All Graduates),2007,03.01 Natural resources conservation and research,5,"$58,000", 70 
Overall (All Graduates),2008,03.01 Natural resources conservation and research,5,"$72,900", 110 
Overall (All Graduates),2009,03.01 Natural resources conservation and research,5,"$66,900", 80 
Overall (All Graduates),2010,03.01 Natural resources conservation and research,5,"$63,700", 80 
Overall (All Graduates),2005,03.02 Natural resources management and policy,5,"$64,900", 100 
Overall (All Graduates),2006,03.02 Natural resources management and policy,5,"$65,200", 100 
Overall (All Graduates),2007,03.02 Natural resources management and policy,5,"$67,700", 90 
Overall (All Graduates),2008,03.02 Natural resources management and policy,5,"$77,400", 110 
Overall (All Graduates),2009,03.02 Natural resources management and policy,5,"$70,400", 120 
Overall (All Graduates),2010,03.02 Natural resources management and policy,5,"$66,600", 100 
Overall (All Graduates),2005,03.05 Forestry,5,"$72,700", 40 
Overall (All Graduates),2006,03.05 Forestry,5,"$68,100", 30 
Overall (All Graduates),2007,03.05 Forestry,5,"$72,100", 40 
Overall (All Graduates),2008,03.05 Forestry,5,n/a, n/a 
Overall (All Graduates),2009,03.05 Forestry,5,"$81,600", 30 
Overall (All Graduates),2010,03.05 Forestry,5,"$75,800", 30 
Overall (All Graduates),2005,04.09 Architectural sciences and technology,5,"$57,700", 50 
Overall (All Graduates),2006,04.09 Architectural sciences and technology,5,"$57,100", 60 
Overall (All Graduates),2007,04.09 Architectural sciences and technology,5,"$57,700", 80 
Overall (All Graduates),2008,04.09 Architectural sciences and technology,5,"$60,800", 80 
Overall (All Graduates),2009,04.09 Architectural sciences and technology,5,"$63,200", 80 
Overall (All Graduates),2010,04.09 Architectural sciences and technology,5,"$57,700", 100 
Overall (All Graduates),2005,09.01 Communication and media studies,5,"$62,300", 50 
Overall (All Graduates),2006,09.01 Communication and media studies,5,"$58,000", 60 
Overall (All Graduates),2007,09.01 Communication and media studies,5,"$59,700", 60 
Overall (All Graduates),2008,09.01 Communication and media studies,5,"$64,800", 50 
Overall (All Graduates),2009,09.01 Communication and media studies,5,"$50,400", 60 
Overall (All Graduates),2010,09.01 Communication and media studies,5,"$61,600", 60 
Overall (All Graduates),2005,09.04 Journalism,5,"$40,500", 50 
Overall (All Graduates),2006,09.04 Journalism,5,"$46,100", 60 
Overall (All Graduates),2007,09.04 Journalism,5,"$45,100", 60 
Overall (All Graduates),2008,09.04 Journalism,5,"$41,300", 50 
Overall (All Graduates),2009,09.04 Journalism,5,"$46,500", 60 
Overall (All Graduates),2010,09.04 Journalism,5,"$50,500", 50 
Overall (All Graduates),2005,"09.07 Radio, television and digital communication",5,"$38,100", 50 
Overall (All Graduates),2006,"09.07 Radio, television and digital communication",5,"$48,600", 40 
Overall (All Graduates),2007,"09.07 Radio, television and digital communication",5,"$52,600", 50 
Overall (All Graduates),2008,"09.07 Radio, television and digital communication",5,"$45,500", 60 
Overall (All Graduates),2009,"09.07 Radio, television and digital communication",5,"$44,000", 50 
Overall (All Graduates),2010,"09.07 Radio, television and digital communication",5,"$43,200", 50 
Overall (All Graduates),2005,"09.09 Public relations, advertising and applied communication",5,"$54,900", 40 
Overall (All Graduates),2006,"09.09 Public relations, advertising and applied communication",5,"$68,000", 60 
Overall (All Graduates),2007,"09.09 Public relations, advertising and applied communication",5,"$63,500", 40 
Overall (All Graduates),2008,"09.09 Public relations, advertising and applied communication",5,"$66,500", 30 
Overall (All Graduates),2009,"09.09 Public relations, advertising and applied communication",5,"$64,100", 70 
Overall (All Graduates),2010,"09.09 Public relations, advertising and applied communication",5,"$54,800", 70 
Overall (All Graduates),2005,10.01 Communications technology/technician,5,n/a, n/a 
Overall (All Graduates),2006,10.01 Communications technology/technician,5,n/a, n/a 
Overall (All Graduates),2007,10.01 Communications technology/technician,5,n/a, n/a 
Overall (All Graduates),2008,10.01 Communications technology/technician,5,"$52,400", 20 
Overall (All Graduates),2009,10.01 Communications technology/technician,5,n/a, n/a 
Overall (All Graduates),2010,10.01 Communications technology/technician,5,n/a, n/a 
Overall (All Graduates),2005,10.02 Audiovisual communications technologies/technicians,5,"$46,600", 30 
Overall (All Graduates),2006,10.02 Audiovisual communications technologies/technicians,5,"$44,300", 30 
Overall (All Graduates),2007,10.02 Audiovisual communications technologies/technicians,5,"$44,900", 30 
Overall (All Graduates),2008,10.02 Audiovisual communications technologies/technicians,5,"$45,500", 40 
Overall (All Graduates),2009,10.02 Audiovisual communications technologies/technicians,5,"$49,300", 20 
Overall (All Graduates),2010,10.02 Audiovisual communications technologies/technicians,5,"$40,900", 30 
Overall (All Graduates),2005,10.03 Graphic communications,5,"$40,500", 50 
Overall (All Graduates),2006,10.03 Graphic communications,5,"$42,400", 50 
Overall (All Graduates),2007,10.03 Graphic communications,5,"$45,500", 50 
Overall (All Graduates),2008,10.03 Graphic communications,5,"$41,000", 70 
Overall (All Graduates),2009,10.03 Graphic communications,5,"$39,500", 60 
Overall (All Graduates),2010,10.03 Graphic communications,5,"$47,400", 80 
Overall (All Graduates),2005,"11.01 Computer and information sciences and support services, general",5,"$75,400", 110 
Overall (All Graduates),2006,"11.01 Computer and information sciences and support services, general",5,"$77,000", 110 
Overall (All Graduates),2007,"11.01 Computer and information sciences and support services, general",5,"$78,300", 100 
Overall (All Graduates),2008,"11.01 Computer and information sciences and support services, general",5,"$75,300", 120 
Overall (All Graduates),2009,"11.01 Computer and information sciences and support services, general",5,"$80,200", 110 
Overall (All Graduates),2010,"11.01 Computer and information sciences and support services, general",5,"$77,100", 100 
Overall (All Graduates),2005,11.07 Computer science,5,"$75,100", 210 
Overall (All Graduates),2006,11.07 Computer science,5,"$73,000", 190 
Overall (All Graduates),2007,11.07 Computer science,5,"$73,700", 170 
Overall (All Graduates),2008,11.07 Computer science,5,"$79,600", 140 
Overall (All Graduates),2009,11.07 Computer science,5,"$78,400", 130 
Overall (All Graduates),2010,11.07 Computer science,5,"$76,100", 130 
Overall (All Graduates),2005,11.08 Computer software and media applications,5,"$49,400", 30 
Overall (All Graduates),2006,11.08 Computer software and media applications,5,"$45,200", 30 
Overall (All Graduates),2007,11.08 Computer software and media applications,5,"$53,400", 30 
Overall (All Graduates),2008,11.08 Computer software and media applications,5,"$54,600", 30 
Overall (All Graduates),2009,11.08 Computer software and media applications,5,n/a, n/a 
Overall (All Graduates),2010,11.08 Computer software and media applications,5,"$47,200", 20 
Overall (All Graduates),2005,11.10 Computer/information technology administration and management,5,"$72,000", 80 
Overall (All Graduates),2006,11.10 Computer/information technology administration and management,5,"$91,100", 70 
Overall (All Graduates),2007,11.10 Computer/information technology administration and management,5,"$66,200", 80 
Overall (All Graduates),2008,11.10 Computer/information technology administration and management,5,"$68,800", 50 
Overall (All Graduates),2009,11.10 Computer/information technology administration and management,5,"$64,600", 70 
Overall (All Graduates),2010,11.10 Computer/information technology administration and management,5,"$63,900", 70 
Overall (All Graduates),2005,12.05 Culinary arts and related services,5,"$29,700", 90 
Overall (All Graduates),2006,12.05 Culinary arts and related services,5,"$31,800", 100 
Overall (All Graduates),2007,12.05 Culinary arts and related services,5,"$31,000", 100 
Overall (All Graduates),2008,12.05 Culinary arts and related services,5,"$34,900", 100 
Overall (All Graduates),2009,12.05 Culinary arts and related services,5,"$37,000", 90 
Overall (All Graduates),2010,12.05 Culinary arts and related services,5,"$30,600", 110 
Overall (All Graduates),2005,"13.01 Education, general",5,"$80,500", 80 
Overall (All Graduates),2006,"13.01 Education, general",5,"$83,700", 110 
Overall (All Graduates),2007,"13.01 Education, general",5,"$80,500", 100 
Overall (All Graduates),2008,"13.01 Education, general",5,"$99,500", 120 
Overall (All Graduates),2009,"13.01 Education, general",5,"$79,500", 100 
Overall (All Graduates),2010,"13.01 Education, general",5,"$78,200", 100 
Overall (All Graduates),2005,13.04 Educational administration and supervision,5,"$91,600", 20 
Overall (All Graduates),2006,13.04 Educational administration and supervision,5,"$107,600", 30 
Overall (All Graduates),2007,13.04 Educational administration and supervision,5,"$105,100", 30 
Overall (All Graduates),2008,13.04 Educational administration and supervision,5,"$99,100", 40 
Overall (All Graduates),2009,13.04 Educational administration and supervision,5,"$97,200", 40 
Overall (All Graduates),2010,13.04 Educational administration and supervision,5,n/a, n/a 
Overall (All Graduates),2005,13.05 Educational/instructional media design,5,"$79,800", 20 
