Credential,Graduating Cohort,Field of Study (CIP code),Years After Graduation,Median Income, Cohort Size 
Overall (All Graduates),2006,13.05 Educational/instructional media design,5,"$82,800", 20 
Overall (All Graduates),2007,13.05 Educational/instructional media design,5,n/a, n/a 
Overall (All Graduates),2008,13.05 Educational/instructional media design,5,"$91,900", 60 
Overall (All Graduates),2009,13.05 Educational/instructional media design,5,"$95,900", 30 
Overall (All Graduates),2010,13.05 Educational/instructional media design,5,"$77,100", 20 
Overall (All Graduates),2005,"13.06 Educational assessment, evaluation and research",5,"$94,800", 80 
Overall (All Graduates),2006,"13.06 Educational assessment, evaluation and research",5,"$103,000", 70 
Overall (All Graduates),2007,"13.06 Educational assessment, evaluation and research",5,"$104,200", 100 
Overall (All Graduates),2008,"13.06 Educational assessment, evaluation and research",5,"$101,400", 140 
Overall (All Graduates),2009,"13.06 Educational assessment, evaluation and research",5,"$93,300", 70 
Overall (All Graduates),2010,"13.06 Educational assessment, evaluation and research",5,"$97,400", 100 
Overall (All Graduates),2005,"13.12 Teacher education and professional development, specific levels and methods",5,"$67,500", 670 
Overall (All Graduates),2006,"13.12 Teacher education and professional development, specific levels and methods",5,"$66,500", 850 
Overall (All Graduates),2007,"13.12 Teacher education and professional development, specific levels and methods",5,"$69,500", 850 
Overall (All Graduates),2008,"13.12 Teacher education and professional development, specific levels and methods",5,"$66,200", 900 
Overall (All Graduates),2009,"13.12 Teacher education and professional development, specific levels and methods",5,"$63,600", 880 
Overall (All Graduates),2010,"13.12 Teacher education and professional development, specific levels and methods",5,"$64,700", 810 
Overall (All Graduates),2005,"13.13 Teacher education and professional development, specific subject areas",5,"$72,800", 470 
Overall (All Graduates),2006,"13.13 Teacher education and professional development, specific subject areas",5,"$70,500", 540 
Overall (All Graduates),2007,"13.13 Teacher education and professional development, specific subject areas",5,"$69,800", 540 
Overall (All Graduates),2008,"13.13 Teacher education and professional development, specific subject areas",5,"$69,600", 520 
Overall (All Graduates),2009,"13.13 Teacher education and professional development, specific subject areas",5,"$68,800", 540 
Overall (All Graduates),2010,"13.13 Teacher education and professional development, specific subject areas",5,"$70,000", 490 
Overall (All Graduates),2005,13.15 Teaching assistants/aides,5,"$26,200", 170 
Overall (All Graduates),2006,13.15 Teaching assistants/aides,5,"$25,100", 150 
Overall (All Graduates),2007,13.15 Teaching assistants/aides,5,"$27,500", 150 
Overall (All Graduates),2008,13.15 Teaching assistants/aides,5,"$28,500", 110 
Overall (All Graduates),2009,13.15 Teaching assistants/aides,5,"$30,600", 120 
Overall (All Graduates),2010,13.15 Teaching assistants/aides,5,"$27,100", 130 
Overall (All Graduates),2005,14.07 Chemical engineering,5,"$105,000", 120 
Overall (All Graduates),2006,14.07 Chemical engineering,5,"$125,000", 110 
Overall (All Graduates),2007,14.07 Chemical engineering,5,"$124,900", 130 
Overall (All Graduates),2008,14.07 Chemical engineering,5,"$129,400", 170 
Overall (All Graduates),2009,14.07 Chemical engineering,5,"$115,200", 120 
Overall (All Graduates),2010,14.07 Chemical engineering,5,"$109,600", 160 
Overall (All Graduates),2005,14.08 Civil engineering,5,"$93,200", 170 
Overall (All Graduates),2006,14.08 Civil engineering,5,"$94,400", 190 
Overall (All Graduates),2007,14.08 Civil engineering,5,"$101,600", 210 
Overall (All Graduates),2008,14.08 Civil engineering,5,"$94,500", 200 
Overall (All Graduates),2009,14.08 Civil engineering,5,"$92,900", 230 
Overall (All Graduates),2010,14.08 Civil engineering,5,"$98,100", 200 
Overall (All Graduates),2005,14.09 Computer engineering,5,"$85,100", 80 
Overall (All Graduates),2006,14.09 Computer engineering,5,"$88,700", 60 
Overall (All Graduates),2007,14.09 Computer engineering,5,"$81,100", 50 
Overall (All Graduates),2008,14.09 Computer engineering,5,"$88,800", 50 
Overall (All Graduates),2009,14.09 Computer engineering,5,"$79,500", 50 
Overall (All Graduates),2010,14.09 Computer engineering,5,"$76,000", 50 
Overall (All Graduates),2005,"14.10 Electrical, electronics and communications engineering",5,"$87,200", 180 
Overall (All Graduates),2006,"14.10 Electrical, electronics and communications engineering",5,"$92,800", 150 
Overall (All Graduates),2007,"14.10 Electrical, electronics and communications engineering",5,"$98,600", 160 
Overall (All Graduates),2008,"14.10 Electrical, electronics and communications engineering",5,"$92,100", 170 
Overall (All Graduates),2009,"14.10 Electrical, electronics and communications engineering",5,"$92,800", 170 
Overall (All Graduates),2010,"14.10 Electrical, electronics and communications engineering",5,"$86,500", 200 
Overall (All Graduates),2005,14.14 Environmental/environmental health engineering,5,n/a, n/a 
Overall (All Graduates),2006,14.14 Environmental/environmental health engineering,5,n/a, n/a 
Overall (All Graduates),2007,14.14 Environmental/environmental health engineering,5,n/a, n/a 
Overall (All Graduates),2008,14.14 Environmental/environmental health engineering,5,"$86,500", 20 
Overall (All Graduates),2009,14.14 Environmental/environmental health engineering,5,n/a, n/a 
Overall (All Graduates),2010,14.14 Environmental/environmental health engineering,5,"$81,900", 20 
Overall (All Graduates),2005,14.18 Materials engineering,5,"$102,400", 20 
Overall (All Graduates),2006,14.18 Materials engineering,5,"$119,100", 40 
Overall (All Graduates),2007,14.18 Materials engineering,5,"$117,700", 40 
Overall (All Graduates),2008,14.18 Materials engineering,5,"$125,100", 40 
Overall (All Graduates),2009,14.18 Materials engineering,5,"$97,800", 30 
Overall (All Graduates),2010,14.18 Materials engineering,5,"$100,400", 50 
Overall (All Graduates),2005,14.19 Mechanical engineering,5,"$100,000", 190 
Overall (All Graduates),2006,14.19 Mechanical engineering,5,"$102,100", 180 
Overall (All Graduates),2007,14.19 Mechanical engineering,5,"$111,100", 220 
Overall (All Graduates),2008,14.19 Mechanical engineering,5,"$101,600", 240 
Overall (All Graduates),2009,14.19 Mechanical engineering,5,"$108,300", 230 
Overall (All Graduates),2010,14.19 Mechanical engineering,5,"$98,800", 240 
Overall (All Graduates),2005,14.21 Mining and mineral engineering,5,n/a, n/a 
Overall (All Graduates),2006,14.21 Mining and mineral engineering,5,n/a, n/a 
Overall (All Graduates),2007,14.21 Mining and mineral engineering,5,n/a, n/a 
Overall (All Graduates),2008,14.21 Mining and mineral engineering,5,n/a, n/a 
Overall (All Graduates),2009,14.21 Mining and mineral engineering,5,n/a, n/a 
Overall (All Graduates),2010,14.21 Mining and mineral engineering,5,"$123,800", 30 
Overall (All Graduates),2005,14.25 Petroleum engineering,5,"$145,500", 30 
Overall (All Graduates),2006,14.25 Petroleum engineering,5,"$133,700", 20 
Overall (All Graduates),2007,14.25 Petroleum engineering,5,"$134,700", 40 
Overall (All Graduates),2008,14.25 Petroleum engineering,5,"$142,700", 50 
Overall (All Graduates),2009,14.25 Petroleum engineering,5,"$141,600", 50 
Overall (All Graduates),2010,14.25 Petroleum engineering,5,"$134,300", 40 
Overall (All Graduates),2005,14.36 Manufacturing engineering,5,"$88,300", 20 
Overall (All Graduates),2006,14.36 Manufacturing engineering,5,"$98,700", 20 
Overall (All Graduates),2007,14.36 Manufacturing engineering,5,"$93,700", 30 
Overall (All Graduates),2008,14.36 Manufacturing engineering,5,"$115,700", 30 
Overall (All Graduates),2009,14.36 Manufacturing engineering,5,"$90,000", 20 
Overall (All Graduates),2010,14.36 Manufacturing engineering,5,n/a, n/a 
Overall (All Graduates),2005,14.38 Surveying engineering,5,"$76,600", 30 
Overall (All Graduates),2006,14.38 Surveying engineering,5,"$87,100", 40 
Overall (All Graduates),2007,14.38 Surveying engineering,5,"$93,400", 20 
Overall (All Graduates),2008,14.38 Surveying engineering,5,"$94,600", 40 
Overall (All Graduates),2009,14.38 Surveying engineering,5,"$88,500", 30 
Overall (All Graduates),2010,14.38 Surveying engineering,5,"$88,300", 20 
Overall (All Graduates),2005,15.02 Civil engineering technology/technician,5,"$83,300", 50 
Overall (All Graduates),2006,15.02 Civil engineering technology/technician,5,"$80,300", 70 
Overall (All Graduates),2007,15.02 Civil engineering technology/technician,5,"$81,100", 60 
Overall (All Graduates),2008,15.02 Civil engineering technology/technician,5,"$78,600", 60 
Overall (All Graduates),2009,15.02 Civil engineering technology/technician,5,"$76,400", 70 
Overall (All Graduates),2010,15.02 Civil engineering technology/technician,5,"$73,100", 80 
Overall (All Graduates),2005,15.03 Electrical and electronic engineering technologies/technicians,5,"$64,500", 100 
Overall (All Graduates),2006,15.03 Electrical and electronic engineering technologies/technicians,5,"$77,100", 90 
Overall (All Graduates),2007,15.03 Electrical and electronic engineering technologies/technicians,5,"$81,300", 90 
Overall (All Graduates),2008,15.03 Electrical and electronic engineering technologies/technicians,5,"$78,000", 90 
Overall (All Graduates),2009,15.03 Electrical and electronic engineering technologies/technicians,5,"$84,400", 100 
Overall (All Graduates),2010,15.03 Electrical and electronic engineering technologies/technicians,5,"$80,600", 90 
Overall (All Graduates),2005,15.04 Electromechanical and instrumentation and maintenance technologies/technicians,5,"$82,200", 50 
Overall (All Graduates),2006,15.04 Electromechanical and instrumentation and maintenance technologies/technicians,5,"$81,300", 60 
Overall (All Graduates),2007,15.04 Electromechanical and instrumentation and maintenance technologies/technicians,5,"$92,000", 70 
Overall (All Graduates),2008,15.04 Electromechanical and instrumentation and maintenance technologies/technicians,5,"$91,900", 60 
Overall (All Graduates),2009,15.04 Electromechanical and instrumentation and maintenance technologies/technicians,5,"$86,000", 100 
Overall (All Graduates),2010,15.04 Electromechanical and instrumentation and maintenance technologies/technicians,5,"$85,300", 90 
Overall (All Graduates),2005,15.05 Environmental control technologies/technicians,5,"$67,600", 20 
Overall (All Graduates),2006,15.05 Environmental control technologies/technicians,5,"$76,800", 30 
Overall (All Graduates),2007,15.05 Environmental control technologies/technicians,5,"$76,200", 20 
Overall (All Graduates),2008,15.05 Environmental control technologies/technicians,5,"$69,000", 30 
Overall (All Graduates),2009,15.05 Environmental control technologies/technicians,5,"$69,900", 20 
Overall (All Graduates),2010,15.05 Environmental control technologies/technicians,5,"$66,100", 30 
Overall (All Graduates),2005,15.06 Industrial production technologies/technicians,5,"$77,600", 60 
Overall (All Graduates),2006,15.06 Industrial production technologies/technicians,5,n/a, n/a 
Overall (All Graduates),2007,15.06 Industrial production technologies/technicians,5,n/a, n/a 
Overall (All Graduates),2008,15.06 Industrial production technologies/technicians,5,n/a, n/a 
Overall (All Graduates),2009,15.06 Industrial production technologies/technicians,5,n/a, n/a 
Overall (All Graduates),2010,15.06 Industrial production technologies/technicians,5,n/a, n/a 
Overall (All Graduates),2005,15.07 Quality control and safety technologies/technicians,5,n/a, n/a 
Overall (All Graduates),2006,15.07 Quality control and safety technologies/technicians,5,n/a, n/a 
Overall (All Graduates),2007,15.07 Quality control and safety technologies/technicians,5,n/a, n/a 
Overall (All Graduates),2008,15.07 Quality control and safety technologies/technicians,5,n/a, n/a 
Overall (All Graduates),2009,15.07 Quality control and safety technologies/technicians,5,"$70,000", 30 
Overall (All Graduates),2010,15.07 Quality control and safety technologies/technicians,5,"$80,000", 50 
Overall (All Graduates),2005,15.08 Mechanical engineering related technologies/technicians,5,n/a, n/a 
Overall (All Graduates),2006,15.08 Mechanical engineering related technologies/technicians,5,"$84,000", 40 
Overall (All Graduates),2007,15.08 Mechanical engineering related technologies/technicians,5,"$78,100", 60 
Overall (All Graduates),2008,15.08 Mechanical engineering related technologies/technicians,5,"$74,200", 50 
Overall (All Graduates),2009,15.08 Mechanical engineering related technologies/technicians,5,"$85,600", 70 
Overall (All Graduates),2010,15.08 Mechanical engineering related technologies/technicians,5,"$72,000", 60 
Overall (All Graduates),2005,15.09 Mining and petroleum technologies/technicians,5,"$109,200", 90 
Overall (All Graduates),2006,15.09 Mining and petroleum technologies/technicians,5,"$109,500", 90 
Overall (All Graduates),2007,15.09 Mining and petroleum technologies/technicians,5,"$101,200", 90 
Overall (All Graduates),2008,15.09 Mining and petroleum technologies/technicians,5,"$109,100", 150 
Overall (All Graduates),2009,15.09 Mining and petroleum technologies/technicians,5,"$106,000", 110 
Overall (All Graduates),2010,15.09 Mining and petroleum technologies/technicians,5,"$91,100", 90 
Overall (All Graduates),2005,15.10 Construction engineering technology/technician,5,"$81,100", 20 
Overall (All Graduates),2006,15.10 Construction engineering technology/technician,5,"$90,100", 30 
Overall (All Graduates),2007,15.10 Construction engineering technology/technician,5,"$87,900", 30 
Overall (All Graduates),2008,15.10 Construction engineering technology/technician,5,"$86,500", 30 
Overall (All Graduates),2009,15.10 Construction engineering technology/technician,5,"$74,500", 40 
Overall (All Graduates),2010,15.10 Construction engineering technology/technician,5,"$86,600", 40 
Overall (All Graduates),2005,15.11 Engineering-related technologies,5,"$69,400", 50 
Overall (All Graduates),2006,15.11 Engineering-related technologies,5,"$72,100", 20 
Overall (All Graduates),2007,15.11 Engineering-related technologies,5,"$65,100", 30 
Overall (All Graduates),2008,15.11 Engineering-related technologies,5,"$82,100", 50 
Overall (All Graduates),2009,15.11 Engineering-related technologies,5,"$82,600", 40 
Overall (All Graduates),2010,15.11 Engineering-related technologies,5,"$73,000", 40 
Overall (All Graduates),2005,15.12 Computer engineering technologies/technicians,5,"$62,400", 220 
Overall (All Graduates),2006,15.12 Computer engineering technologies/technicians,5,"$64,500", 160 
Overall (All Graduates),2007,15.12 Computer engineering technologies/technicians,5,"$67,500", 120 
Overall (All Graduates),2008,15.12 Computer engineering technologies/technicians,5,"$65,900", 150 
Overall (All Graduates),2009,15.12 Computer engineering technologies/technicians,5,"$69,000", 140 
Overall (All Graduates),2010,15.12 Computer engineering technologies/technicians,5,"$66,900", 120 
Overall (All Graduates),2005,15.13 Drafting/design engineering technologies/technicians,5,"$64,300", 80 
Overall (All Graduates),2006,15.13 Drafting/design engineering technologies/technicians,5,"$62,600", 120 
Overall (All Graduates),2007,15.13 Drafting/design engineering technologies/technicians,5,"$74,100", 110 
Overall (All Graduates),2008,15.13 Drafting/design engineering technologies/technicians,5,"$69,800", 130 
Overall (All Graduates),2009,15.13 Drafting/design engineering technologies/technicians,5,"$69,400", 120 
Overall (All Graduates),2010,15.13 Drafting/design engineering technologies/technicians,5,"$65,900", 110 
Overall (All Graduates),2005,"15.99 Engineering technologies and engineering-related fields, other",5,"$108,900", 40 
Overall (All Graduates),2006,"15.99 Engineering technologies and engineering-related fields, other",5,"$83,600", 50 
Overall (All Graduates),2007,"15.99 Engineering technologies and engineering-related fields, other",5,"$89,600", 60 
Overall (All Graduates),2008,"15.99 Engineering technologies and engineering-related fields, other",5,"$86,100", 60 
Overall (All Graduates),2009,"15.99 Engineering technologies and engineering-related fields, other",5,"$103,600", 50 
Overall (All Graduates),2010,"15.99 Engineering technologies and engineering-related fields, other",5,"$105,700", 30 
Overall (All Graduates),2005,"16.01 Linguistic, comparative and related language studies and services",5,n/a, n/a 
Overall (All Graduates),2006,"16.01 Linguistic, comparative and related language studies and services",5,n/a, n/a 
Overall (All Graduates),2007,"16.01 Linguistic, comparative and related language studies and services",5,"$52,500", 20 
Overall (All Graduates),2008,"16.01 Linguistic, comparative and related language studies and services",5,n/a, n/a 
Overall (All Graduates),2009,"16.01 Linguistic, comparative and related language studies and services",5,n/a, n/a 
Overall (All Graduates),2010,"16.01 Linguistic, comparative and related language studies and services",5,n/a, n/a 
Overall (All Graduates),2005,"19.05 Foods, nutrition and related services",5,n/a, n/a 
Overall (All Graduates),2006,"19.05 Foods, nutrition and related services",5,"$45,900", 20 
Overall (All Graduates),2007,"19.05 Foods, nutrition and related services",5,"$46,200", 30 
Overall (All Graduates),2008,"19.05 Foods, nutrition and related services",5,"$42,600", 20 
Overall (All Graduates),2009,"19.05 Foods, nutrition and related services",5,"$29,700", 30 
Overall (All Graduates),2010,"19.05 Foods, nutrition and related services",5,n/a, n/a 
Overall (All Graduates),2005,"19.07 Human development, family studies and related services",5,"$29,700", 170 
Overall (All Graduates),2006,"19.07 Human development, family studies and related services",5,"$33,300", 170 
Overall (All Graduates),2007,"19.07 Human development, family studies and related services",5,"$40,200", 150 
Overall (All Graduates),2008,"19.07 Human development, family studies and related services",5,"$32,900", 190 
Overall (All Graduates),2009,"19.07 Human development, family studies and related services",5,"$19,000", 210 
Overall (All Graduates),2010,"19.07 Human development, family studies and related services",5,"$33,700", 210 
Overall (All Graduates),2005,"22.01 Law (LLB, JD, BCL)",5,"$108,100", 150 
Overall (All Graduates),2006,"22.01 Law (LLB, JD, BCL)",5,"$107,400", 150 
Overall (All Graduates),2007,"22.01 Law (LLB, JD, BCL)",5,"$107,400", 150 
Overall (All Graduates),2008,"22.01 Law (LLB, JD, BCL)",5,"$108,900", 160 
Overall (All Graduates),2009,"22.01 Law (LLB, JD, BCL)",5,"$115,600", 180 
Overall (All Graduates),2010,"22.01 Law (LLB, JD, BCL)",5,"$114,200", 190 
Overall (All Graduates),2005,22.03 Legal support services,5,"$47,800", 100 
Overall (All Graduates),2006,22.03 Legal support services,5,"$46,400", 100 
Overall (All Graduates),2007,22.03 Legal support services,5,"$49,500", 120 
Overall (All Graduates),2008,22.03 Legal support services,5,"$48,900", 110 
Overall (All Graduates),2009,22.03 Legal support services,5,"$45,300", 100 
Overall (All Graduates),2010,22.03 Legal support services,5,"$46,400", 110 
Overall (All Graduates),2005,"23.01 English language and literature, general",5,"$50,800", 90 
Overall (All Graduates),2006,"23.01 English language and literature, general",5,"$45,400", 100 
Overall (All Graduates),2007,"23.01 English language and literature, general",5,"$43,700", 90 
Overall (All Graduates),2008,"23.01 English language and literature, general",5,"$50,000", 80 
Overall (All Graduates),2009,"23.01 English language and literature, general",5,"$45,600", 90 
Overall (All Graduates),2010,"23.01 English language and literature, general",5,"$45,600", 100 
Overall (All Graduates),2005,23.13 English rhetoric and composition/writing studies,5,n/a, n/a 
Overall (All Graduates),2006,23.13 English rhetoric and composition/writing studies,5,n/a, n/a 
Overall (All Graduates),2007,23.13 English rhetoric and composition/writing studies,5,n/a, n/a 
Overall (All Graduates),2008,23.13 English rhetoric and composition/writing studies,5,"$53,800", 20 
Overall (All Graduates),2009,23.13 English rhetoric and composition/writing studies,5,"$55,000", 30 
Overall (All Graduates),2010,23.13 English rhetoric and composition/writing studies,5,"$41,300", 30 
Overall (All Graduates),2005,"24.01 Liberal arts and sciences, general studies and humanities",5,"$48,300", 160 
Overall (All Graduates),2006,"24.01 Liberal arts and sciences, general studies and humanities",5,"$46,800", 230 
Overall (All Graduates),2007,"24.01 Liberal arts and sciences, general studies and humanities",5,"$51,000", 150 
Overall (All Graduates),2008,"24.01 Liberal arts and sciences, general studies and humanities",5,"$51,000", 170 
Overall (All Graduates),2009,"24.01 Liberal arts and sciences, general studies and humanities",5,"$49,600", 180 
Overall (All Graduates),2010,"24.01 Liberal arts and sciences, general studies and humanities",5,"$46,400", 150 
Overall (All Graduates),2005,25.01 Library science and administration,5,"$62,800", 20 
Overall (All Graduates),2006,25.01 Library science and administration,5,n/a, n/a 
Overall (All Graduates),2007,25.01 Library science and administration,5,"$74,400", 20 
Overall (All Graduates),2008,25.01 Library science and administration,5,"$66,800", 20 
Overall (All Graduates),2009,25.01 Library science and administration,5,"$71,200", 30 
Overall (All Graduates),2010,25.01 Library science and administration,5,"$60,100", 20 
Overall (All Graduates),2005,25.03 Library and archives assisting,5,n/a, n/a 
Overall (All Graduates),2006,25.03 Library and archives assisting,5,n/a, n/a 
Overall (All Graduates),2007,25.03 Library and archives assisting,5,n/a, n/a 
Overall (All Graduates),2008,25.03 Library and archives assisting,5,"$37,200", 20 
Overall (All Graduates),2009,25.03 Library and archives assisting,5,n/a, n/a 
Overall (All Graduates),2010,25.03 Library and archives assisting,5,n/a, n/a 
Overall (All Graduates),2005,"25.99 Library science, other",5,"$43,500", 20 
Overall (All Graduates),2006,"25.99 Library science, other",5,"$40,000", 20 
Overall (All Graduates),2007,"25.99 Library science, other",5,"$41,600", 20 
Overall (All Graduates),2008,"25.99 Library science, other",5,"$51,400", 20 
Overall (All Graduates),2009,"25.99 Library science, other",5,n/a, n/a 
Overall (All Graduates),2010,"25.99 Library science, other",5,n/a, n/a 
Overall (All Graduates),2005,"26.01 Biology, general",5,"$55,700", 100 
Overall (All Graduates),2006,"26.01 Biology, general",5,"$61,500", 120 
Overall (All Graduates),2007,"26.01 Biology, general",5,"$61,000", 130 
Overall (All Graduates),2008,"26.01 Biology, general",5,"$61,600", 140 
Overall (All Graduates),2009,"26.01 Biology, general",5,"$60,700", 130 
Overall (All Graduates),2010,"26.01 Biology, general",5,"$58,100", 120 
Overall (All Graduates),2005,"26.13 Ecology, evolution, systematics and population biology",5,"$62,000", 30 
Overall (All Graduates),2006,"26.13 Ecology, evolution, systematics and population biology",5,"$67,300", 40 
Overall (All Graduates),2007,"26.13 Ecology, evolution, systematics and population biology",5,"$64,900", 30 
Overall (All Graduates),2008,"26.13 Ecology, evolution, systematics and population biology",5,"$72,300", 30 
Overall (All Graduates),2009,"26.13 Ecology, evolution, systematics and population biology",5,"$61,500", 40 
Overall (All Graduates),2010,"26.13 Ecology, evolution, systematics and population biology",5,"$64,800", 30 
Overall (All Graduates),2005,27.01 Mathematics,5,n/a, n/a 
Overall (All Graduates),2006,27.01 Mathematics,5,"$51,900", 20 
Overall (All Graduates),2007,27.01 Mathematics,5,"$55,200", 20 
Overall (All Graduates),2008,27.01 Mathematics,5,n/a, n/a 
Overall (All Graduates),2009,27.01 Mathematics,5,"$64,900", 30 
Overall (All Graduates),2010,27.01 Mathematics,5,n/a, n/a 
Overall (All Graduates),2005,30.19 Nutrition sciences,5,n/a, n/a 
Overall (All Graduates),2006,30.19 Nutrition sciences,5,"$84,200", 20 
Overall (All Graduates),2007,30.19 Nutrition sciences,5,"$91,500", 30 
Overall (All Graduates),2008,30.19 Nutrition sciences,5,"$77,900", 40 
Overall (All Graduates),2009,30.19 Nutrition sciences,5,"$65,100", 20 
Overall (All Graduates),2010,30.19 Nutrition sciences,5,"$68,500", 30 
Overall (All Graduates),2005,"31.01 Parks, recreation and leisure studies",5,"$42,300", 30 
Overall (All Graduates),2006,"31.01 Parks, recreation and leisure studies",5,"$54,000", 30 
Overall (All Graduates),2007,"31.01 Parks, recreation and leisure studies",5,"$49,300", 20 
Overall (All Graduates),2008,"31.01 Parks, recreation and leisure studies",5,"$57,200", 30 
Overall (All Graduates),2009,"31.01 Parks, recreation and leisure studies",5,"$43,200", 30 
Overall (All Graduates),2010,"31.01 Parks, recreation and leisure studies",5,"$47,400", 40 
Overall (All Graduates),2005,31.05 Health and physical education/fitness,5,"$54,800", 190 
Overall (All Graduates),2006,31.05 Health and physical education/fitness,5,"$52,900", 160 
Overall (All Graduates),2007,31.05 Health and physical education/fitness,5,"$55,100", 180 
Overall (All Graduates),2008,31.05 Health and physical education/fitness,5,"$54,200", 150 
Overall (All Graduates),2009,31.05 Health and physical education/fitness,5,"$50,900", 160 
Overall (All Graduates),2010,31.05 Health and physical education/fitness,5,"$49,500", 180 
Overall (All Graduates),2005,40.05 Chemistry,5,"$62,100", 40 
Overall (All Graduates),2006,40.05 Chemistry,5,"$58,000", 40 
Overall (All Graduates),2007,40.05 Chemistry,5,"$67,400", 40 
Overall (All Graduates),2008,40.05 Chemistry,5,"$71,300", 80 
Overall (All Graduates),2009,40.05 Chemistry,5,"$62,700", 60 
Overall (All Graduates),2010,40.05 Chemistry,5,"$65,100", 50 
Overall (All Graduates),2005,40.06 Geological and Earth sciences/geosciences,5,"$113,800", 110 
Overall (All Graduates),2006,40.06 Geological and Earth sciences/geosciences,5,"$111,000", 100 
Overall (All Graduates),2007,40.06 Geological and Earth sciences/geosciences,5,"$105,000", 120 
Overall (All Graduates),2008,40.06 Geological and Earth sciences/geosciences,5,"$103,300", 130 
Overall (All Graduates),2009,40.06 Geological and Earth sciences/geosciences,5,"$105,000", 110 
Overall (All Graduates),2010,40.06 Geological and Earth sciences/geosciences,5,"$76,800", 130 
Overall (All Graduates),2005,40.08 Physics,5,n/a, n/a 
Overall (All Graduates),2006,40.08 Physics,5,"$91,800", 20 
Overall (All Graduates),2007,40.08 Physics,5,n/a, n/a 
Overall (All Graduates),2008,40.08 Physics,5,"$75,000", 20 
Overall (All Graduates),2009,40.08 Physics,5,n/a, n/a 
Overall (All Graduates),2010,40.08 Physics,5,n/a, n/a 
Overall (All Graduates),2005,41.03 Physical science technologies/technicians,5,"$57,700", 40 
Overall (All Graduates),2006,41.03 Physical science technologies/technicians,5,"$60,000", 30 
Overall (All Graduates),2007,41.03 Physical science technologies/technicians,5,"$59,600", 40 
Overall (All Graduates),2008,41.03 Physical science technologies/technicians,5,"$62,900", 40 
Overall (All Graduates),2009,41.03 Physical science technologies/technicians,5,"$61,600", 50 
Overall (All Graduates),2010,41.03 Physical science technologies/technicians,5,"$63,500", 40 
Overall (All Graduates),2005,"42.01 Psychology, general",5,"$51,200", 220 
Overall (All Graduates),2006,"42.01 Psychology, general",5,"$49,800", 240 
Overall (All Graduates),2007,"42.01 Psychology, general",5,"$47,700", 220 
Overall (All Graduates),2008,"42.01 Psychology, general",5,"$53,100", 240 
Overall (All Graduates),2009,"42.01 Psychology, general",5,"$48,700", 240 
Overall (All Graduates),2010,"42.01 Psychology, general",5,"$51,200", 210 
Overall (All Graduates),2005,"42.28 Clinical, counselling and applied psychology",5,"$74,800", 40 
Overall (All Graduates),2006,"42.28 Clinical, counselling and applied psychology",5,"$77,400", 70 
Overall (All Graduates),2007,"42.28 Clinical, counselling and applied psychology",5,"$60,500", 70 
Overall (All Graduates),2008,"42.28 Clinical, counselling and applied psychology",5,"$74,000", 70 
Overall (All Graduates),2009,"42.28 Clinical, counselling and applied psychology",5,"$69,200", 60 
Overall (All Graduates),2010,"42.28 Clinical, counselling and applied psychology",5,"$75,900", 100 
Overall (All Graduates),2005,43.01 Criminal justice and corrections,5,"$67,700", 210 
Overall (All Graduates),2006,43.01 Criminal justice and corrections,5,"$70,800", 320 
Overall (All Graduates),2007,43.01 Criminal justice and corrections,5,"$71,800", 270 
Overall (All Graduates),2008,43.01 Criminal justice and corrections,5,"$68,900", 250 
Overall (All Graduates),2009,43.01 Criminal justice and corrections,5,"$68,100", 260 
Overall (All Graduates),2010,43.01 Criminal justice and corrections,5,"$72,100", 220 
Overall (All Graduates),2005,43.02 Fire protection,5,"$77,700", 70 
Overall (All Graduates),2006,43.02 Fire protection,5,"$82,700", 130 
Overall (All Graduates),2007,43.02 Fire protection,5,"$72,000", 90 
Overall (All Graduates),2008,43.02 Fire protection,5,"$76,800", 110 
Overall (All Graduates),2009,43.02 Fire protection,5,"$74,700", 150 
Overall (All Graduates),2010,43.02 Fire protection,5,"$78,100", 100 
Overall (All Graduates),2005,"43.99 Security and protective services, other",5,n/a, n/a 
Overall (All Graduates),2006,"43.99 Security and protective services, other",5,"$45,600", 30 
Overall (All Graduates),2007,"43.99 Security and protective services, other",5,"$98,100", 20 
Overall (All Graduates),2008,"43.99 Security and protective services, other",5,"$92,600", 30 
Overall (All Graduates),2009,"43.99 Security and protective services, other",5,n/a, n/a 
Overall (All Graduates),2010,"43.99 Security and protective services, other",5,"$87,100", 40 
Overall (All Graduates),2005,"44.00 Human services, general",5,"$38,500", 50 
Overall (All Graduates),2006,"44.00 Human services, general",5,"$33,400", 40 
Overall (All Graduates),2007,"44.00 Human services, general",5,"$37,100", 40 
Overall (All Graduates),2008,"44.00 Human services, general",5,"$35,500", 30 
Overall (All Graduates),2009,"44.00 Human services, general",5,"$41,300", 20 
Overall (All Graduates),2010,"44.00 Human services, general",5,"$70,700", 30 
Overall (All Graduates),2005,44.07 Social work,5,"$46,000", 230 
Overall (All Graduates),2006,44.07 Social work,5,"$52,000", 250 
Overall (All Graduates),2007,44.07 Social work,5,"$48,900", 260 
Overall (All Graduates),2008,44.07 Social work,5,"$47,900", 270 
Overall (All Graduates),2009,44.07 Social work,5,"$49,200", 250 
Overall (All Graduates),2010,44.07 Social work,5,"$53,000", 300 
Overall (All Graduates),2005,45.02 Anthropology,5,"$53,900", 40 
